Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:core:network:compileDemoDebugKotlin,Incremental compilation in daemon,5751.1,5703.18,5753,5690,6081,6095,ms
:core:network:compileDemoDebugKotlin,Compiler code analysis,2274.96,2269.5,2269,2272,2560,2557,ms
:core:network:compileDemoDebugKotlin,Sources compilation round,5461.36,5405.86,5471,5418,5789,5826,ms
:core:network:compileDemoDebugKotlin,Start gradle worker,3.04,2.96,3,2,6,7,ms
:core:network:compileDemoDebugKotlin,Compiler initialization time,86.58,86.76,84,85,113,116,ms
:core:network:compileDemoDebugKotlin,Compiler code generation,2182.22,2127.48,2187,2107,2387,2345,ms
:core:network:compileDemoDebugKotlin,Compiler IR generation,1363.26,1329.9,1349,1319,1526,1474,ms
:core:network:compileDemoDebugKotlin,Compiler IR translation,907.34,1829.08,896,1799,1105,2194,ms
:core:network:compileDemoDebugKotlin,Number of lines for code generation,558,558,558,558,558,558,
:core:network:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:network:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:network:compileDemoDebugKotlin,Compiler IR lowering line number,558,558,558,558,558,558,
:core:network:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:network:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,26,26,26,26,26,26,
:core:network:compileDemoDebugKotlin,Number of lines analyzed,558,558,558,558,558,558,
:core:network:compileDemoDebugKotlin,Size of shrunk classpath snapshot,39.5,39.5,40,40,40,40,KB
:core:network:compileDemoDebugKotlin,Compiler IR translation line number,558,1116,558,1116,558,1116,
:core:network:compileDemoDebugKotlin,Code generation lines per second,256,262,255,265,281,281,
:core:network:compileDemoDebugKotlin,Compiler IR generation line number,558,558,558,558,558,558,
:core:network:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,27,27,27,27,27,27,
:core:network:compileDemoDebugKotlin,Analysis lines per second,247,248,246,245,272,286,
:core:network:compileDemoDebugKotlin,Number of classpath entries,53,53,53,53,53,53,
:core:network:compileDemoDebugKotlin,Total size of the cache directory,566.2,566.1,566,566,566,566,KB
:core:network:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:network:compileDemoDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:network:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:network:compileDemoDebugKotlin,Clear output,3.0,4.33,3,4,3,6,ms
:core:network:compileDemoDebugKotlin,Write history file,2.5,2.0,3,2,3,3,ms
:core:network:compileDemoDebugKotlin,Store build info,3.0,3.5,3,4,3,4,ms
:core:network:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,36.46,32.04,33,31,50,46,ms
:core:network:compileProdDebugKotlin,Spent time before task action,22.32,21.82,23,21,29,29,ms
:core:network:compileProdDebugKotlin,Run compilation,1979.76,1887.82,1972,1843,2258,2183,ms
:core:network:compileProdDebugKotlin,Load current classpath snapshot,4.74,4.6,4,5,8,8,ms
:core:network:compileProdDebugKotlin,Compiler IR lowering,275.46,231.68,257,223,362,293,ms
:core:network:compileProdDebugKotlin,Calculate output size,2.12,2.3,1,1,4,5,ms
:core:network:compileProdDebugKotlin,Update caches,7.6,9.08,7,8,13,13,ms
:core:network:compileProdDebugKotlin,Total Gradle task time,2178.4,2100.56,2165,2060,2441,2358,ms
:core:network:compileProdDebugKotlin,Run compilation in Gradle worker,1999.56,1910.68,1996,1872,2275,2204,ms
:core:network:compileProdDebugKotlin,Connect to Kotlin daemon,12.78,15.28,12,12,22,20,ms
:core:network:compileProdDebugKotlin,Task action before worker execution,31.86,31.98,32,31,45,44,ms
:core:network:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,38.02,33.68,34,33,54,48,ms
:core:network:compileProdDebugKotlin,Clear jar cache,3.21,6.39,2,2,8,16,ms
:core:network:compileProdDebugKotlin,Incremental compilation in daemon,1955.56,1866.92,1954,1826,2232,2162,ms
:core:network:compileProdDebugKotlin,Compiler code analysis,781.66,743.44,770,741,926,879,ms
:core:network:compileProdDebugKotlin,Sources compilation round,1825.18,1733.4,1811,1674,2081,1996,ms
:core:network:compileProdDebugKotlin,Start gradle worker,4.56,3.2,1,2,5,8,ms
:core:network:compileProdDebugKotlin,Compiler initialization time,40.74,39.72,40,40,58,54,ms
:core:network:compileProdDebugKotlin,Compiler code generation,656.48,606.54,654,590,786,788,ms
:core:network:compileProdDebugKotlin,Compiler IR generation,380.5,374.32,378,356,470,501,ms
:core:network:compileProdDebugKotlin,Compiler IR translation,336.84,675.8,326,667,454,804,ms
:core:network:compileProdDebugKotlin,Number of lines for code generation,558,558,558,558,558,558,
:core:network:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:network:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:network:compileProdDebugKotlin,Compiler IR lowering line number,558,558,558,558,558,558,
:core:network:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:network:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,53,53,
:core:network:compileProdDebugKotlin,Number of lines analyzed,558,558,558,558,558,558,
:core:network:compileProdDebugKotlin,Size of shrunk classpath snapshot,39.5,39.5,40,40,40,40,KB
:core:network:compileProdDebugKotlin,Compiler IR translation line number,558,1116,558,1116,558,1116,
:core:network:compileProdDebugKotlin,Code generation lines per second,886,955,854,946,1192,1183,
:core:network:compileProdDebugKotlin,Compiler IR generation line number,558,558,558,558,558,558,
:core:network:compileProdDebugKotlin,Analysis lines per second,727,770,724,754,869,964,
:core:network:compileProdDebugKotlin,Number of classpath entries,53,53,53,53,53,53,
:core:network:compileProdDebugKotlin,Total size of the cache directory,566.2,566.1,566,566,566,566,KB
:core:network:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:network:compileProdDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:network:compileProdDebugKotlin,Save shrunk current classpath snapshot,4.67,2.5,5,3,7,5,ms
:core:network:compileProdDebugKotlin,Clear output,1.6,2.0,1,2,3,3,ms
:core:network:compileProdDebugKotlin,Store build info,2.33,6.0,3,6,3,6,ms
:core:network:compileProdDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:core:notifications:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,61.58,71.94,57,67,87,95,ms
:core:notifications:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.29,2.88,1,2,5,7,ms
:core:notifications:compileDemoDebugKotlin,Spent time before task action,32.04,30.46,30,32,40,41,ms
:core:notifications:compileDemoDebugKotlin,Run compilation,1581.0,1664.52,1595,1635,1804,1890,ms
:core:notifications:compileDemoDebugKotlin,Load current classpath snapshot,9.62,10.1,10,10,13,15,ms
:core:notifications:compileDemoDebugKotlin,Compiler IR lowering,139.58,138.08,131,133,186,182,ms
:core:notifications:compileDemoDebugKotlin,Calculate output size,2.7,3.26,2,3,5,6,ms
:core:notifications:compileDemoDebugKotlin,Update caches,5.22,5.64,5,5,8,9,ms
:core:notifications:compileDemoDebugKotlin,Total Gradle task time,1769.0,1868.52,1787,1836,2016,2106,ms
:core:notifications:compileDemoDebugKotlin,Run compilation in Gradle worker,1609.04,1696.2,1618,1666,1847,1921,ms
:core:notifications:compileDemoDebugKotlin,Connect to Kotlin daemon,19.2,20.32,18,18,32,29,ms
:core:notifications:compileDemoDebugKotlin,Task action before worker execution,29.46,32.12,30,33,40,43,ms
:core:notifications:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,64.12,75.44,62,68,90,96,ms
:core:notifications:compileDemoDebugKotlin,Clear jar cache,4.71,5.49,4,5,9,10,ms
:core:notifications:compileDemoDebugKotlin,Incremental compilation in daemon,1544.22,1629.56,1551,1599,1766,1868,ms
:core:notifications:compileDemoDebugKotlin,Compiler code analysis,870.22,882.14,857,875,1030,1039,ms
:core:notifications:compileDemoDebugKotlin,Sources compilation round,1356.46,1413.56,1341,1414,1606,1633,ms
:core:notifications:compileDemoDebugKotlin,Start gradle worker,5.23,8.02,3,4,10,29,ms
:core:notifications:compileDemoDebugKotlin,Compiler initialization time,53.1,58.54,51,55,71,81,ms
:core:notifications:compileDemoDebugKotlin,Compiler code generation,290.84,307.0,291,297,371,389,ms
:core:notifications:compileDemoDebugKotlin,Compiler IR generation,150.66,168.28,142,163,209,223,ms
:core:notifications:compileDemoDebugKotlin,Compiler IR translation,133.66,318.76,130,303,181,472,ms
:core:notifications:compileDemoDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,39,39,39,39,39,39,
:core:notifications:compileDemoDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileDemoDebugKotlin,Compiler IR translation line number,255,510,255,510,255,510,
:core:notifications:compileDemoDebugKotlin,Code generation lines per second,916,864,878,860,1135,1083,
:core:notifications:compileDemoDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Analysis lines per second,299,295,297,291,372,376,
:core:notifications:compileDemoDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileDemoDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileDemoDebugKotlin,Clear outputs on rebuild,49.0,,49,,49,,ms
:core:notifications:compileDemoDebugKotlin,Write history file,4.0,3.0,4,3,4,3,ms
:core:notifications:compileDemoDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:core:notifications:compileDemoDebugKotlin,Clear output,3.33,3.0,3,3,5,4,ms
:core:notifications:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,32.74,25.56,28,24,45,34,ms
:core:notifications:compileProdDebugKotlin,Spent time before task action,21.28,21.6,19,20,29,29,ms
:core:notifications:compileProdDebugKotlin,Run compilation,797.9,753.94,795,727,1012,908,ms
:core:notifications:compileProdDebugKotlin,Load current classpath snapshot,4.48,3.96,5,4,7,7,ms
:core:notifications:compileProdDebugKotlin,Compiler IR lowering,64.36,64.0,60,60,95,76,ms
:core:notifications:compileProdDebugKotlin,Calculate output size,2.36,1.88,1,1,5,4,ms
:core:notifications:compileProdDebugKotlin,Update caches,3.12,2.66,4,2,6,5,ms
:core:notifications:compileProdDebugKotlin,Total Gradle task time,1001.34,954.3,949,921,1192,1132,ms
:core:notifications:compileProdDebugKotlin,Run compilation in Gradle worker,817.34,773.42,813,742,1030,923,ms
:core:notifications:compileProdDebugKotlin,Connect to Kotlin daemon,15.38,15.32,13,13,22,24,ms
:core:notifications:compileProdDebugKotlin,Task action before worker execution,24.32,26.48,24,26,33,37,ms
:core:notifications:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,34.02,27.08,29,26,46,36,ms
:core:notifications:compileProdDebugKotlin,Clear jar cache,1.83,1.59,1,1,4,3,ms
:core:notifications:compileProdDebugKotlin,Incremental compilation in daemon,775.16,729.82,769,705,978,885,ms
:core:notifications:compileProdDebugKotlin,Compiler code analysis,407.88,416.26,402,414,514,507,ms
:core:notifications:compileProdDebugKotlin,Sources compilation round,663.18,634.7,629,630,879,756,ms
:core:notifications:compileProdDebugKotlin,Start gradle worker,2.5,8.05,2,3,6,6,ms
:core:notifications:compileProdDebugKotlin,Compiler initialization time,31.62,31.82,31,31,44,47,ms
:core:notifications:compileProdDebugKotlin,Compiler code generation,128.58,117.8,125,117,186,140,ms
:core:notifications:compileProdDebugKotlin,Compiler IR generation,63.68,53.12,63,54,82,77,ms
:core:notifications:compileProdDebugKotlin,Compiler IR translation,84.76,127.76,64,122,194,199,ms
:core:notifications:compileProdDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileProdDebugKotlin,Compiler IR translation line number,255,510,255,510,255,510,
:core:notifications:compileProdDebugKotlin,Code generation lines per second,2125,2437,2040,2180,2888,3586,
:core:notifications:compileProdDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Analysis lines per second,655,646,635,616,843,882,
:core:notifications:compileProdDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.14,3.57,3,3,5,8,ms
:core:notifications:compileProdDebugKotlin,Clear output,2.5,2.67,2,3,4,3,ms
:core:notifications:compileProdDebugKotlin,Write history file,3.0,2.33,3,2,3,3,ms
:core:notifications:compileProdDebugKotlin,Store build info,1.0,1.5,1,2,1,2,ms
:core:notifications:compileProdDebugKotlin,Clear outputs on rebuild,3.0,3.0,3,3,3,3,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,152.82,148.52,152,131,202,234,ms
:core:screenshot-testing:compileDemoDebugKotlin,Spent time before task action,23.0,23.8,22,24,31,31,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation,1553.16,1543.86,1533,1487,1863,1990,ms
:core:screenshot-testing:compileDemoDebugKotlin,Load current classpath snapshot,51.54,53.8,56,55,90,96,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering,74.18,76.14,72,75,96,98,ms
:core:screenshot-testing:compileDemoDebugKotlin,Calculate output size,2.08,1.96,1,1,4,5,ms
:core:screenshot-testing:compileDemoDebugKotlin,Update caches,4.22,2.22,1,1,4,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Total Gradle task time,1700.48,1682.02,1660,1617,2028,2127,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1573.38,1561.5,1547,1511,1878,2000,ms
:core:screenshot-testing:compileDemoDebugKotlin,Connect to Kotlin daemon,15.48,13.36,9,10,18,23,ms
:core:screenshot-testing:compileDemoDebugKotlin,Task action before worker execution,18.26,14.74,15,16,21,21,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,155.08,150.38,156,133,205,236,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear jar cache,4.96,3.09,2,2,14,7,ms
:core:screenshot-testing:compileDemoDebugKotlin,Incremental compilation in daemon,1533.28,1523.4,1514,1470,1837,1956,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code analysis,585.54,606.36,571,566,725,849,ms
:core:screenshot-testing:compileDemoDebugKotlin,Sources compilation round,1307.18,1303.38,1287,1221,1586,1645,ms
:core:screenshot-testing:compileDemoDebugKotlin,Start gradle worker,2.2,2.04,1,1,6,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler initialization time,88.82,96.16,88,91,143,158,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code generation,177.28,173.16,162,165,225,240,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation,102.5,96.6,94,91,127,155,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation,450.44,847.76,424,803,628,1036,ms
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,92,95,86,95,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation line number,272,544,272,544,272,544,
:core:screenshot-testing:compileDemoDebugKotlin,Code generation lines per second,1684,1710,1679,1653,2324,2448,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,37,37,46,45,49,49,
:core:screenshot-testing:compileDemoDebugKotlin,Analysis lines per second,478,471,476,481,599,584,
:core:screenshot-testing:compileDemoDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Total size of the cache directory,467.8,467.9,468,468,468,468,KB
:core:screenshot-testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileDemoDebugKotlin,Write history file,3.0,,3,,5,,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,,2,,3,,ms
:core:screenshot-testing:compileDemoDebugKotlin,Store build info,1.5,5.5,2,6,2,10,ms
:core:screenshot-testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.57,3.13,3,3,4,6,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear output,2.0,,2,,3,,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,150.22,153.32,151,133,236,228,ms
:core:screenshot-testing:compileProdDebugKotlin,Spent time before task action,25.32,23.12,22,23,34,31,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation,1556.04,1552.76,1487,1502,1853,1978,ms
:core:screenshot-testing:compileProdDebugKotlin,Load current classpath snapshot,53.0,51.62,53,48,97,94,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering,86.64,79.02,76,76,97,103,ms
:core:screenshot-testing:compileProdDebugKotlin,Calculate output size,2.02,2.02,1,1,5,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Update caches,2.15,2.05,1,1,5,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Store build info,3.0,5.0,3,5,4,7,ms
:core:screenshot-testing:compileProdDebugKotlin,Total Gradle task time,1710.86,1690.16,1691,1616,1960,2119,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation in Gradle worker,1573.26,1569.66,1520,1519,1867,1995,ms
:core:screenshot-testing:compileProdDebugKotlin,Connect to Kotlin daemon,12.86,10.92,10,9,18,16,ms
:core:screenshot-testing:compileProdDebugKotlin,Task action before worker execution,18.68,16.98,15,15,23,25,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,152.32,155.34,154,135,239,231,ms
:core:screenshot-testing:compileProdDebugKotlin,Incremental compilation in daemon,1536.28,1534.22,1450,1483,1828,1957,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code analysis,582.58,608.12,562,574,726,826,ms
:core:screenshot-testing:compileProdDebugKotlin,Sources compilation round,1308.64,1307.68,1264,1265,1532,1689,ms
:core:screenshot-testing:compileProdDebugKotlin,Start gradle worker,1.78,2.35,1,2,3,6,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler initialization time,85.86,106.38,84,100,138,176,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code generation,185.9,170.22,171,172,225,213,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation,98.84,90.6,91,95,124,128,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation,449.56,839.3,426,795,602,1076,ms
:core:screenshot-testing:compileProdDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,97,107,98,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation line number,272,544,272,544,272,544,
:core:screenshot-testing:compileProdDebugKotlin,Code generation lines per second,1631,1701,1595,1586,2272,2375,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Analysis lines per second,480,467,484,473,602,566,
:core:screenshot-testing:compileProdDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Total size of the cache directory,467.8,467.9,468,468,468,468,KB
:core:screenshot-testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileProdDebugKotlin,Clear jar cache,4.29,6.39,1,1,16,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.86,2.57,3,3,3,6,ms
:core:screenshot-testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,33,35,33,39,49,49,
:core:screenshot-testing:compileProdDebugKotlin,Write history file,1.5,1.0,2,1,2,1,ms
:core:testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,32.0,33.92,28,30,44,51,ms
:core:testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.47,3.33,1,3,13,6,ms
:core:testing:compileDemoDebugKotlin,Spent time before task action,27.6,26.82,26,24,37,39,ms
:core:testing:compileDemoDebugKotlin,Run compilation,1345.42,1448.12,1338,1416,1645,1806,ms
:core:testing:compileDemoDebugKotlin,Load current classpath snapshot,6.44,5.72,6,5,11,10,ms
:core:testing:compileDemoDebugKotlin,Compiler IR lowering,174.66,155.48,162,141,238,219,ms
:core:testing:compileDemoDebugKotlin,Calculate output size,1.82,1.84,1,1,4,4,ms
:core:testing:compileDemoDebugKotlin,Update caches,4.38,5.96,4,5,7,10,ms
:core:testing:compileDemoDebugKotlin,Total Gradle task time,1504.62,1607.92,1482,1572,1818,1976,ms
:core:testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1360.02,1471.92,1348,1428,1654,1851,ms
:core:testing:compileDemoDebugKotlin,Connect to Kotlin daemon,8.98,19.66,8,10,14,19,ms
:core:testing:compileDemoDebugKotlin,Task action before worker execution,24.58,25.0,25,25,33,34,ms
:core:testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,34.54,36.36,30,32,54,52,ms
:core:testing:compileDemoDebugKotlin,Clear jar cache,1.89,2.19,1,2,3,4,ms
:core:testing:compileDemoDebugKotlin,Incremental compilation in daemon,1323.68,1427.68,1305,1398,1603,1782,ms
:core:testing:compileDemoDebugKotlin,Compiler code analysis,702.82,803.62,705,804,907,1033,ms
:core:testing:compileDemoDebugKotlin,Sources compilation round,1206.16,1307.58,1207,1273,1480,1663,ms
:core:testing:compileDemoDebugKotlin,Start gradle worker,2.96,3.27,2,1,4,6,ms
:core:testing:compileDemoDebugKotlin,Compiler initialization time,34.04,32.74,34,33,48,50,ms
:core:testing:compileDemoDebugKotlin,Compiler code generation,363.5,339.6,342,329,481,455,ms
:core:testing:compileDemoDebugKotlin,Compiler IR generation,188.4,183.58,177,168,254,274,ms
:core:testing:compileDemoDebugKotlin,Compiler IR translation,98.68,251.2,94,226,138,379,ms
:core:testing:compileDemoDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,60,60,60,60,65,65,
:core:testing:compileDemoDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileDemoDebugKotlin,Compiler IR translation line number,976,1952,976,1952,976,1952,
:core:testing:compileDemoDebugKotlin,Code generation lines per second,2822,3061,2858,2966,3595,4013,
:core:testing:compileDemoDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,5,5,5,6,6,
:core:testing:compileDemoDebugKotlin,Analysis lines per second,1443,1254,1385,1213,1838,1529,
:core:testing:compileDemoDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileDemoDebugKotlin,Total size of the cache directory,573.2,573.0,573,573,573,573,KB
:core:testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileDemoDebugKotlin,Clear output,5.0,1.67,5,2,5,2,ms
:core:testing:compileDemoDebugKotlin,Write history file,3.33,,3,,6,,ms
:core:testing:compileDemoDebugKotlin,Store build info,1.0,,1,,1,,ms
:core:testing:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,2.0,2,2,2,2,ms
:core:testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,31.96,27.76,24,25,51,40,ms
:core:testing:compileProdDebugKotlin,Spent time before task action,20.8,21.84,20,23,30,30,ms
:core:testing:compileProdDebugKotlin,Run compilation,1280.0,1371.82,1238,1331,1595,1665,ms
