Category,Metric,varianta_9.5.1 Mean,variantb_9.6.0-rc-1 Mean,varianta_9.5.1 P50,variantb_9.6.0-rc-1 P50,varianta_9.5.1 P90,variantb_9.6.0-rc-1 P90,Unit
Task Path,:repository:alarm-identity:kspDebugKotlin,2831,2670,2774,2676,3394,3080,ms
Task Path,:repository:article-identity:kspDebugKotlin,2824,2626,2799,2596,3398,3285,ms
Task Path,:repository:comment-identity:kspDebugKotlin,2889,2646,2838,2537,3449,3243,ms
Task Path,:repository:alarm-identity:compileDebugKotlin,1194,1213,1147,1213,1428,1591,ms
Task Path,:repository:cart-identity:kspDebugKotlin,2841,2689,2756,2650,3410,3232,ms
Task Path,:repository:article-identity:compileDebugKotlin,1163,1124,1120,1105,1514,1344,ms
Task Path,:repository:comment-identity:compileDebugKotlin,1130,1153,1140,1179,1352,1510,ms
Task Path,:repository:cart-identity:compileDebugKotlin,1219,1216,1192,1187,1515,1598,ms
Task Path,:repository:checkout-identity:kspDebugKotlin,2775,2729,2742,2647,3410,3486,ms
Task Path,:repository:checkout-identity:compileDebugKotlin,1087,1079,1074,1034,1372,1304,ms
Task Path,:repository:contact-checkout:kspDebugKotlin,2562,2506,2449,2425,3124,3328,ms
Task Path,:repository:contact-checkout:compileDebugKotlin,1210,1201,1195,1168,1482,1529,ms
Task Path,:repository:document-identity:kspDebugKotlin,2643,2599,2607,2484,3199,3454,ms
Task Path,:repository:event-identity:kspDebugKotlin,2645,2619,2598,2531,2996,3482,ms
Task Path,:repository:document-identity:compileDebugKotlin,1162,1127,1134,1081,1371,1520,ms
Task Path,:repository:feed-identity:kspDebugKotlin,2624,2619,2591,2556,3123,3465,ms
Task Path,:repository:event-identity:compileDebugKotlin,1125,1102,1094,1045,1405,1432,ms
Task Path,:repository:gallery-identity:kspDebugKotlin,2573,2586,2486,2497,3084,3151,ms
Task Path,:repository:feed-identity:compileDebugKotlin,1087,1068,1075,973,1369,1443,ms
Task Path,:repository:gallery-identity:compileDebugKotlin,1171,1172,1151,1103,1438,1569,ms
Task Path,:repository:group-identity:kspDebugKotlin,2606,2633,2536,2563,3199,3264,ms
Task Path,:repository:identity-identity:kspDebugKotlin,2680,2699,2588,2654,3382,3369,ms
Task Path,:repository:group-identity:compileDebugKotlin,1181,1178,1172,1159,1586,1531,ms
Task Path,:repository:identity-identity:compileDebugKotlin,1172,1127,1127,1106,1521,1467,ms
Task Path,:repository:list-identity:kspDebugKotlin,2718,2685,2669,2657,3446,3222,ms
Task Path,:repository:location-identity:kspDebugKotlin,2641,2583,2610,2526,3175,3113,ms
Task Path,:repository:location-identity:compileDebugKotlin,1177,1145,1133,1086,1503,1482,ms
Task Path,:repository:list-identity:compileDebugKotlin,1152,1072,1113,1070,1484,1280,ms
Task Path,:repository:login-checkout:kspDebugKotlin,2593,2614,2531,2567,3186,3169,ms
Task Path,:repository:map-identity:kspDebugKotlin,2716,2757,2634,2682,3495,3522,ms
Task Path,:repository:metric-identity:kspDebugKotlin,2683,2658,2576,2577,3441,3379,ms
Task Path,:repository:network-identity:kspDebugKotlin,2499,2516,2488,2487,3002,3184,ms
Task Path,:repository:map-identity:compileDebugKotlin,1158,1148,1108,1069,1414,1517,ms
Task Path,:repository:login-checkout:compileDebugKotlin,1166,1191,1083,1169,1564,1481,ms
Task Path,:repository:metric-identity:compileDebugKotlin,1171,1134,1133,1081,1607,1454,ms
Task Path,:repository:network-identity:compileDebugKotlin,1215,1181,1138,1115,1673,1625,ms
Task Path,:repository:news-identity:kspDebugKotlin,2507,2484,2453,2313,3000,3076,ms
Task Path,:repository:note-identity:kspDebugKotlin,2671,2569,2630,2483,3136,3313,ms
Task Path,:repository:news-identity:compileDebugKotlin,1194,1172,1154,1131,1537,1548,ms
Task Path,:repository:notification-identity:kspDebugKotlin,2685,2560,2667,2555,3153,3249,ms
Task Path,:repository:playlist-identity:kspDebugKotlin,2714,2574,2717,2528,3145,3155,ms
Task Path,:repository:note-identity:compileDebugKotlin,1238,1255,1170,1203,1631,1727,ms
Task Path,:repository:notification-identity:compileDebugKotlin,1292,1301,1245,1272,1603,1731,ms
Task Path,:repository:playlist-identity:compileDebugKotlin,1210,1191,1191,1139,1628,1617,ms
Task Path,:repository:post-identity:kspDebugKotlin,2688,2586,2707,2526,3151,3211,ms
Task Path,:repository:push-checkout:kspDebugKotlin,2585,2497,2528,2509,3156,3009,ms
Task Path,:repository:post-identity:compileDebugKotlin,1138,1094,1053,1056,1537,1431,ms
Task Path,:repository:push-checkout:compileDebugKotlin,1177,1094,1018,1036,1634,1429,ms
Task Path,:repository:report-identity:kspDebugKotlin,2553,2469,2502,2414,3003,3009,ms
Task Path,:repository:session-identity:kspDebugKotlin,2460,2450,2353,2375,3116,3044,ms
Task Path,:repository:session-identity:compileDebugKotlin,1207,1177,1143,1142,1631,1453,ms
Task Path,:repository:report-identity:compileDebugKotlin,1188,1113,1088,1072,1702,1439,ms
Task Path,:repository:share-identity:kspDebugKotlin,2526,2555,2406,2421,3259,3226,ms
Task Path,:repository:status-identity:kspDebugKotlin,2471,2708,2446,2636,3021,3356,ms
Task Path,:repository:share-identity:compileDebugKotlin,1194,1240,1140,1134,1631,1855,ms
Task Path,:repository:status-identity:compileDebugKotlin,1212,1252,1102,1163,1556,1759,ms
Task Path,:repository:timer-identity:kspDebugKotlin,2549,2712,2452,2698,3142,3284,ms
Task Path,:repository:todo-identity:kspDebugKotlin,2616,2672,2551,2687,3209,3423,ms
Task Path,:repository:todo-identity:compileDebugKotlin,1198,1158,1145,1133,1665,1523,ms
Task Path,:repository:timer-identity:compileDebugKotlin,1225,1256,1091,1223,1759,1682,ms
Task Path,:repository:video-identity:kspDebugKotlin,2601,2608,2532,2587,3183,3348,ms
Task Path,:repository:weather-identity:kspDebugKotlin,2598,2572,2567,2597,3214,3343,ms
Task Path,:repository:video-identity:compileDebugKotlin,1201,1072,1177,1048,1560,1337,ms
Task Path,:repository:weather-identity:compileDebugKotlin,1179,1094,1066,1044,1640,1405,ms
Task Path,:repository:account-identity:kspDebugKotlin,2548,2514,2593,2449,3100,3101,ms
Task Path,:repository:file-identity:kspDebugKotlin,2609,2553,2499,2536,3119,3175,ms
Task Path,:repository:account-identity:compileDebugKotlin,1165,1111,1058,1082,1692,1500,ms
Task Path,:repository:file-identity:compileDebugKotlin,1148,1111,1115,1074,1470,1451,ms
Task Path,:model:account-checkout:kspDebugKotlin,2497,2502,2552,2441,2951,3077,ms
Task Path,:repository:forecast-identity:kspDebugKotlin,2647,2599,2582,2502,3191,3353,ms
Task Path,:model:account-checkout:compileDebugKotlin,1124,1112,1124,1099,1384,1378,ms
Task Path,:repository:forecast-identity:compileDebugKotlin,1063,1080,1046,1049,1341,1290,ms
Task Path,:repository:identity-checkout:kspDebugKotlin,2553,2496,2486,2442,3042,3171,ms
Task Path,:repository:media-identity:kspDebugKotlin,2555,2395,2520,2391,3064,2860,ms
Task Path,:repository:identity-checkout:compileDebugKotlin,1093,1044,1078,1017,1371,1343,ms
Task Path,:repository:media-identity:compileDebugKotlin,1173,1087,1147,1057,1450,1373,ms
Task Path,:repository:message-identity:kspDebugKotlin,2616,2461,2564,2370,3160,2922,ms
Task Path,:repository:photo-identity:kspDebugKotlin,2608,2527,2571,2475,3208,3056,ms
Task Path,:repository:message-identity:compileDebugKotlin,1178,1102,1146,1077,1477,1366,ms
Task Path,:repository:photo-identity:compileDebugKotlin,1145,1115,1076,1113,1481,1445,ms
Task Path,:repository:profile-identity:kspDebugKotlin,2579,2706,2538,2690,3023,3204,ms
Task Path,:repository:podcast-identity:kspDebugKotlin,2614,2652,2588,2633,3101,3112,ms
Task Path,:repository:profile-identity:compileDebugKotlin,1317,1298,1277,1261,1602,1683,ms
Task Path,:repository:podcast-identity:compileDebugKotlin,1214,1186,1113,1135,1554,1461,ms
Task Path,:repository:search-identity:kspDebugKotlin,2615,2682,2568,2700,3359,3146,ms
Task Path,:repository:setting-identity:kspDebugKotlin,2610,2712,2591,2748,3103,3219,ms
Task Path,:repository:setting-identity:compileDebugKotlin,1150,1197,1088,1168,1445,1512,ms
Task Path,:repository:search-identity:compileDebugKotlin,1238,1233,1188,1197,1558,1628,ms
Task Path,:repository:sync-identity:kspDebugKotlin,2571,2671,2514,2709,3242,3174,ms
Task Path,:repository:task-identity:kspDebugKotlin,2697,2733,2536,2623,3413,3457,ms
Task Path,:repository:sync-identity:compileDebugKotlin,1153,1129,1091,1102,1470,1475,ms
Task Path,:repository:task-identity:compileDebugKotlin,1134,1100,1114,1053,1402,1436,ms
Task Path,:repository:user-identity:kspDebugKotlin,2662,2695,2600,2623,3468,3540,ms
Task Path,:repository:log-identity:kspDebugKotlin,2613,2566,2575,2458,3188,3241,ms
Task Path,:repository:user-identity:compileDebugKotlin,1076,1020,1046,978,1421,1267,ms
Task Path,:repository:log-identity:compileDebugKotlin,1058,1026,1032,953,1274,1381,ms
Task Path,:repository:calendar-identity:kspDebugKotlin,2577,2468,2571,2405,3145,3088,ms
Task Path,:repository:analytics-identity:kspDebugKotlin,2617,2443,2509,2431,3319,2935,ms
Task Path,:repository:calendar-identity:compileDebugKotlin,1047,1015,1036,1006,1276,1295,ms
Task Path,:repository:analytics-identity:compileDebugKotlin,1116,1018,1070,982,1451,1342,ms
Task Path,:model:analytics-checkout:kspDebugKotlin,2561,2433,2514,2414,3163,3003,ms
Task Path,:model:alarm-checkout:kspDebugKotlin,2533,2349,2435,2379,3226,2834,ms
Task Path,:model:analytics-checkout:compileDebugKotlin,1098,1042,1064,1046,1331,1228,ms
Task Path,:model:alarm-checkout:compileDebugKotlin,1200,1074,1149,1072,1515,1403,ms
Task Path,:model:article-checkout:kspDebugKotlin,2574,2462,2581,2474,3087,2998,ms
Task Path,:repository:audio-identity:kspDebugKotlin,2542,2530,2527,2524,3088,3177,ms
Task Path,:repository:audio-identity:compileDebugKotlin,1101,1110,1021,1058,1300,1374,ms
Task Path,:model:checkout-cart:kspDebugKotlin,2624,2655,2561,2629,3285,3322,ms
Task Path,:model:checkout-checkout:kspDebugKotlin,2644,2649,2551,2615,3186,3290,ms
Task Path,:model:checkout-cart:compileDebugKotlin,1138,1129,1071,1095,1479,1369,ms
Task Path,:model:audio-checkout:kspDebugKotlin,2656,2630,2580,2598,3229,3257,ms
Task Path,:model:calendar-checkout:kspDebugKotlin,2697,2676,2679,2630,3243,3219,ms
Task Path,:model:cart-checkout:kspDebugKotlin,2696,2726,2655,2686,3204,3324,ms
Task Path,:model:audio-checkout:compileDebugKotlin,1140,1192,1081,1159,1437,1527,ms
Task Path,:model:calendar-checkout:compileDebugKotlin,1129,1210,1099,1237,1443,1515,ms
Task Path,:model:cart-checkout:compileDebugKotlin,1091,1155,1030,1115,1483,1483,ms
Task Path,:model:comment-checkout:kspDebugKotlin,2421,2419,2459,2411,2921,2904,ms
Task Path,:model:contact-cart:kspDebugKotlin,2470,2424,2410,2351,2950,3181,ms
Task Path,:model:document-checkout:kspDebugKotlin,2642,2547,2612,2452,3196,3189,ms
Task Path,:model:event-checkout:kspDebugKotlin,2621,2584,2561,2487,3085,3371,ms
Task Path,:model:contact-cart:compileDebugKotlin,1127,1056,1083,1056,1465,1321,ms
Task Path,:model:comment-checkout:compileDebugKotlin,1050,1036,1017,1016,1298,1314,ms
Task Path,:model:document-checkout:compileDebugKotlin,1075,1014,1038,1002,1356,1367,ms
Task Path,:model:event-checkout:compileDebugKotlin,1090,1014,1080,1017,1346,1248,ms
Task Path,:model:feed-checkout:kspDebugKotlin,2607,2615,2616,2479,3116,3466,ms
Task Path,:model:file-checkout:kspDebugKotlin,2593,2616,2532,2519,3173,3288,ms
Task Path,:model:forecast-checkout:kspDebugKotlin,2559,2567,2556,2629,3143,3346,ms
Task Path,:model:gallery-checkout:kspDebugKotlin,2623,2659,2623,2665,3136,3303,ms
Task Path,:model:feed-checkout:compileDebugKotlin,1075,1042,1011,993,1397,1379,ms
Task Path,:model:file-checkout:compileDebugKotlin,1057,1079,1024,1053,1310,1391,ms
Task Path,:model:forecast-checkout:compileDebugKotlin,1064,1090,1031,1071,1272,1345,ms
Task Path,:model:gallery-checkout:compileDebugKotlin,1058,1077,1032,1061,1302,1369,ms
Task Path,:model:group-checkout:kspDebugKotlin,2593,2476,2570,2441,3100,2876,ms
Task Path,:model:identity-cart:kspDebugKotlin,2589,2463,2515,2333,3191,3059,ms
Task Path,:model:list-checkout:kspDebugKotlin,2590,2395,2507,2337,3297,2995,ms
Task Path,:model:location-checkout:kspDebugKotlin,2682,2473,2696,2384,3204,3082,ms
Task Path,:model:group-checkout:compileDebugKotlin,1058,1042,1011,1017,1342,1367,ms
Task Path,:model:identity-cart:compileDebugKotlin,1121,1022,1050,989,1388,1334,ms
Task Path,:model:list-checkout:compileDebugKotlin,1154,1075,1113,1047,1528,1456,ms
Task Path,:model:location-checkout:compileDebugKotlin,1092,1059,1061,1015,1417,1376,ms
Task Path,:model:log-checkout:kspDebugKotlin,2653,2478,2609,2415,3190,3042,ms
Task Path,:model:map-checkout:kspDebugKotlin,2475,2574,2382,2507,3031,3180,ms
Task Path,:model:login-cart:kspDebugKotlin,2542,2559,2474,2546,3166,3006,ms
Task Path,:model:media-checkout:kspDebugKotlin,2514,2574,2497,2468,3006,3251,ms
Task Path,:model:log-checkout:compileDebugKotlin,1055,1078,1023,1068,1245,1356,ms
Task Path,:model:login-cart:compileDebugKotlin,1120,1121,1093,1041,1454,1500,ms
Task Path,:model:map-checkout:compileDebugKotlin,1130,1095,1072,1060,1453,1400,ms
Task Path,:model:media-checkout:compileDebugKotlin,1206,1131,1155,1110,1459,1489,ms
Task Path,:model:message-checkout:kspDebugKotlin,2595,2606,2583,2500,3075,3350,ms
Task Path,:model:network-checkout:kspDebugKotlin,2618,2588,2550,2593,3222,3111,ms
Task Path,:model:metric-checkout:kspDebugKotlin,2577,2552,2451,2575,3097,3129,ms
Task Path,:model:news-checkout:kspDebugKotlin,2585,2601,2533,2536,3193,3299,ms
Task Path,:model:message-checkout:compileDebugKotlin,1091,1080,1028,1022,1412,1456,ms
Task Path,:model:metric-checkout:compileDebugKotlin,1118,1146,1082,1096,1386,1521,ms
Task Path,:model:network-checkout:compileDebugKotlin,1138,1175,1069,1132,1455,1676,ms
Task Path,:model:news-checkout:compileDebugKotlin,1085,1071,1049,991,1382,1450,ms
Task Path,:model:note-checkout:kspDebugKotlin,2541,2652,2476,2573,3141,3414,ms
Task Path,:model:notification-checkout:kspDebugKotlin,2476,2488,2407,2490,3081,3163,ms
Task Path,:model:photo-checkout:kspDebugKotlin,2455,2426,2400,2397,2954,2978,ms
Task Path,:model:playlist-checkout:kspDebugKotlin,2567,2429,2531,2351,3003,3159,ms
Task Path,:model:notification-checkout:compileDebugKotlin,1109,1054,1002,981,1568,1435,ms
Task Path,:model:note-checkout:compileDebugKotlin,1073,1075,1014,1012,1445,1516,ms
Task Path,:model:photo-checkout:compileDebugKotlin,1257,1154,1167,1112,1769,1615,ms
Task Path,:model:playlist-checkout:compileDebugKotlin,1209,1137,1120,1072,1609,1549,ms
Task Path,:model:podcast-checkout:kspDebugKotlin,2575,2487,2534,2414,3139,3110,ms
Task Path,:model:post-checkout:kspDebugKotlin,2585,2540,2564,2529,2999,3178,ms
Task Path,:model:profile-checkout:kspDebugKotlin,2580,2492,2527,2420,3068,3190,ms
Task Path,:model:push-cart:kspDebugKotlin,2525,2453,2438,2368,3200,3055,ms
Task Path,:model:post-checkout:compileDebugKotlin,1137,1094,1089,1042,1491,1542,ms
Task Path,:model:podcast-checkout:compileDebugKotlin,1218,1106,1103,1065,1743,1502,ms
Task Path,:model:profile-checkout:compileDebugKotlin,1118,1063,1081,1015,1390,1444,ms
Task Path,:model:push-cart:compileDebugKotlin,1146,1006,1029,986,1744,1272,ms
Task Path,:model:report-checkout:kspDebugKotlin,2602,2422,2542,2409,3256,2939,ms
Task Path,:model:search-checkout:kspDebugKotlin,2538,2419,2496,2444,3125,2854,ms
Task Path,:model:setting-checkout:kspDebugKotlin,2488,2524,2463,2507,2915,3141,ms
Task Path,:model:session-checkout:kspDebugKotlin,2556,2481,2521,2471,3112,3119,ms
Task Path,:model:report-checkout:compileDebugKotlin,1185,1045,1109,1007,1795,1338,ms
Task Path,:model:search-checkout:compileDebugKotlin,1145,1069,1118,1023,1428,1404,ms
Task Path,:model:setting-checkout:compileDebugKotlin,1098,1102,1052,1062,1321,1451,ms
Task Path,:model:session-checkout:compileDebugKotlin,1125,1110,1064,1124,1410,1397,ms
Task Path,:model:share-checkout:kspDebugKotlin,2500,2552,2526,2470,2992,3345,ms
Task Path,:model:status-checkout:kspDebugKotlin,2455,2513,2461,2472,3008,3125,ms
Task Path,:model:sync-checkout:kspDebugKotlin,2457,2479,2339,2352,2955,3236,ms
Task Path,:model:task-checkout:kspDebugKotlin,2565,2575,2419,2443,3157,3347,ms
Task Path,:model:share-checkout:compileDebugKotlin,1019,1052,1016,1014,1289,1457,ms
Task Path,:model:status-checkout:compileDebugKotlin,1017,1087,1028,1024,1229,1512,ms
Task Path,:model:sync-checkout:compileDebugKotlin,1114,1144,1103,1127,1349,1404,ms
Task Path,:model:task-checkout:compileDebugKotlin,1108,1128,1082,1111,1324,1474,ms
Task Path,:model:timer-checkout:kspDebugKotlin,2661,2667,2578,2686,3322,3423,ms
Task Path,:model:todo-checkout:kspDebugKotlin,2656,2626,2573,2541,3234,3344,ms
Task Path,:model:user-checkout:kspDebugKotlin,2577,2571,2481,2488,3081,3284,ms
Task Path,:model:video-checkout:kspDebugKotlin,2570,2552,2537,2465,3142,3236,ms
Task Path,:model:user-checkout:compileDebugKotlin,1192,1155,1099,1089,1727,1451,ms
Task Path,:model:video-checkout:compileDebugKotlin,1204,1110,1114,1012,1826,1446,ms
Task Path,:model:weather-checkout:kspDebugKotlin,2477,2361,2448,2349,3148,2820,ms
Task Path,:app:app:generateDebugGlobalSynthetics,2939,2670,2880,2559,3636,3328,ms
Task Path,:model:weather-checkout:compileDebugKotlin,1185,1003,1100,939,1819,1237,ms
Task Path,:app:app:kspDebugKotlin,3932,3842,3912,3591,4987,5211,ms
Task Path,:app:app:compileDebugKotlin,4381,3854,4441,4048,5638,5170,ms
Task Path,:app:app:mergeDebugJavaResource,2672,2628,2566,2620,3332,3425,ms
Task Path,:app:app:mergeExtDexDebug,18758,18086,18959,17940,20805,20692,ms
Task Path,:app:app:hiltAggregateDepsDebug,1585,1486,1562,1547,2027,1959,ms
Task Path,:app:app:mergeLibDexDebug,2366,2245,2309,2233,2901,2701,ms
Task Path,:app:app:hiltJavaCompileDebug,7183,6754,7090,6852,7968,8038,ms
Task Path,:app:app:mergeDebugResources,4317,4402,4301,4524,5160,4915,ms
Task Path,:app:app:processDebugResources,1782,1759,1754,1757,2064,2019,ms
Kotlin Build Reports,Sources compilation round,1384.05,1334.45,1075,1053,2453,2332,ms
Kotlin Build Reports,Incremental compilation in daemon,1520.76,1470.2,1200,1174,2645,2533,ms
Kotlin Build Reports,Task action before worker execution,17.99,17.3,15,15,27,26,ms
Kotlin Build Reports,Start gradle worker,2.42,2.37,1,1,5,5,ms
Kotlin Build Reports,Compiler initialization time,59.73,57.59,51,49,96,93,ms
Kotlin Build Reports,Calculate output size,2.2,2.19,1,1,4,4,ms
Kotlin Build Reports,Compiler IR lowering,128.3,123.71,94,91,241,234,ms
Kotlin Build Reports,Compiler translation to IR,332.52,320.29,282,274,533,508,ms
Kotlin Build Reports,Compiler backend,120.95,116.58,77,75,237,230,ms
Kotlin Build Reports,Compiler code analysis,549.86,528.37,397,386,1088,1030,ms
Kotlin Build Reports,Run compilation in Gradle worker,1588.45,1534.69,1247,1219,2742,2615,ms
Kotlin Build Reports,Load current classpath snapshot,8.22,7.94,6,6,13,12,ms
Kotlin Build Reports,Update caches,3.95,3.79,2,2,8,8,ms
Kotlin Build Reports,Total Gradle task time,1739.39,1676.1,1390,1352,2947,2812,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,47.74,45.22,40,38,75,72,ms
Kotlin Build Reports,Compiler code generation,249.75,240.79,173,169,476,461,ms
Kotlin Build Reports,Remove duplicate classes,5.79,5.54,5,5,10,9,ms
Kotlin Build Reports,Run compilation,1562.92,1511.4,1235,1210,2707,2595,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,36.95,34.79,31,30,59,57,ms
Kotlin Build Reports,Spent time before task action,45.44,43.13,41,39,71,68,ms
Kotlin Build Reports,Analysis lines per second,1026,1068,1052,1082,1597,1652,
Kotlin Build Reports,Total size of the cache directory,549.68,549.68,546,546,563,563,KB
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,119,119,119,119,142,142,
Kotlin Build Reports,Number of lines analyzed,418,418,418,418,418,418,
Kotlin Build Reports,Size of shrunk classpath snapshot,46.44,46.44,46,46,46,46,KB
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,2,2,
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Code generation lines per second,2521,2624,2415,2468,4332,4468,
Kotlin Build Reports,ABI snapshot size,18.0,18.0,18,18,18,18,B
Kotlin Build Reports,Size of classpath snapshot,6.35,6.35,6,6,7,7,MB
Kotlin Build Reports,Number of classpath entries,122,122,122,122,145,145,
Kotlin Build Reports,Store build info,3.06,2.94,3,3,6,5,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.1,3.22,3,3,5,6,ms
Kotlin Build Reports,Clear outputs on rebuild,2.06,2.12,2,2,4,4,ms
Kotlin Build Reports,Clear output,2.0,2.57,2,2,3,4,ms
Kotlin Build Reports,Generate compiler reference index,2.78,2.17,3,2,4,5,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,10.09,10.34,10.05,10.32,10.91,10.84,Gb
Build process cpu,Max,95.94,95.94,96.0,96.0,97,97,%
Build processes memory,Max,5.69,5.97,5.6,5.91,6.38,6.38,Gb
Build child processes cpu,Max,92.78,93.0,93.0,93.0,95,95,%
Build child processes memory,Max,3.45,3.4,3.43,3.39,3.66,3.56,Gb
gc-gradle_gc.log,total-collections,197.0,196.0,197.5,198.0,206.0,206.0,
