Category,Metric,varianta_main Mean,variantb_UseCompactObjectHeaders Mean,varianta_main P50,variantb_UseCompactObjectHeaders P50,varianta_main P90,variantb_UseCompactObjectHeaders P90,Unit
Task Path,:model:weather-cart:kspDebugKotlin,1251,1292,1181,1255,1680,1703,ms
Task Path,:model:video-cart:compileDebugKotlin,2205,2290,2158,2234,2775,3060,ms
Task Path,:model:weather-cart:compileDebugKotlin,1928,2021,1835,2017,2690,2706,ms
Task Path,:app:app:kspDebugKotlin,2318,2383,2311,2401,2874,2824,ms
Task Path,:app:app:generateDebugGlobalSynthetics,3042,3076,3032,3023,3541,3629,ms
Task Path,:app:app:compileDebugKotlin,3073,3160,2993,3012,3946,4029,ms
Task Path,:app:app:compileDebugJavaWithJavac,1214,1174,1265,1260,1811,1668,ms
Task Path,:app:app:mergeDebugJavaResource,3468,3580,3587,3702,4270,4292,ms
Task Path,:app:app:mergeExtDexDebug,18477,18769,18539,18562,19538,20346,ms
Task Path,:core:analytics:writeDebugAarMetadata,2574,1856,3058,2308,4274,3757,ms
Task Path,:core:article:writeDebugAarMetadata,1756,1642,2585,899,3775,3852,ms
Task Path,:app:app:hiltAggregateDepsDebug,3668,3526,3967,3684,4837,4445,ms
Task Path,:app:app:mergeLibDexDebug,6262,5882,6218,5857,7174,6712,ms
Task Path,:app:app:hiltJavaCompileDebug,6531,5947,6365,5617,8818,7079,ms
Task Path,:app:app:mergeDebugResources,4868,4730,4861,4683,5416,5316,ms
Task Path,:app:app:processDebugResources,2819,2646,2769,2709,3468,3012,ms
Task Path,:app:app:packageDebug,1191,1075,1078,1034,1674,1446,ms
Kotlin Build Reports,Compiler translation to IR,936.6,931.09,849,843,1346,1325,ms
Kotlin Build Reports,Calculate output size,2.31,2.38,1,1,4,4,ms
Kotlin Build Reports,Run compilation,2902.65,2903.42,2466,2457,4503,4457,ms
Kotlin Build Reports,Sources compilation round,2697.67,2702.41,2284,2275,4218,4171,ms
Kotlin Build Reports,Compiler IR lowering,484.19,489.13,410,413,768,780,ms
Kotlin Build Reports,Compiler initialization time,60.56,61.26,51,51,95,97,ms
Kotlin Build Reports,Spent time before task action,47.6,47.45,44,43,71,72,ms
Kotlin Build Reports,Total Gradle task time,3111.68,3107.89,2651,2639,4764,4715,ms
Kotlin Build Reports,Task action before worker execution,18.21,17.8,17,16,27,27,ms
Kotlin Build Reports,Update caches,8.7,8.58,5,5,16,15,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,50.07,49.94,38,38,78,78,ms
Kotlin Build Reports,Compiler code analysis,748.18,751.37,555,558,1384,1387,ms
Kotlin Build Reports,Remove duplicate classes,6.09,5.74,5,4,11,10,ms
Kotlin Build Reports,Incremental compilation in daemon,2861.97,2862.47,2431,2418,4437,4389,ms
Kotlin Build Reports,Load current classpath snapshot,8.55,8.24,5,5,12,12,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,39.19,39.45,29,29,61,61,ms
Kotlin Build Reports,Compiler backend,282.79,285.31,203,203,506,524,ms
Kotlin Build Reports,Compiler code generation,767.48,774.94,634,640,1202,1228,ms
Kotlin Build Reports,Run compilation in Gradle worker,2925.72,2926.11,2476,2469,4539,4479,ms
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,118,118,117,117,146,146,
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,1,1,
Kotlin Build Reports,Code generation lines per second,1038,1034,1032,1022,1551,1548,
Kotlin Build Reports,Size of classpath snapshot,7.88,7.88,8,8,11,11,MB
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of classpath entries,120,120,120,120,149,149,
Kotlin Build Reports,Analysis lines per second,1158,1162,1179,1172,1771,1789,
Kotlin Build Reports,ABI snapshot size,18.0,18.0,18,18,18,18,B
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Size of shrunk classpath snapshot,32.92,32.92,28,28,46,46,KB
Kotlin Build Reports,Total size of the cache directory,658.32,658.32,660,660,672,672,KB
Kotlin Build Reports,Number of lines analyzed,655,655,655,655,655,655,
Kotlin Build Reports,Save shrunk current classpath snapshot,3.78,2.9,3,3,5,5,ms
Kotlin Build Reports,Start gradle worker,2.74,2.67,2,2,5,5,ms
Kotlin Build Reports,Store build info,4.72,4.46,3,3,6,6,ms
Kotlin Build Reports,Clear output,2.59,2.43,2,2,5,5,ms
Kotlin Build Reports,Clear outputs on rebuild,3.58,2.3,2,2,5,4,ms
Kotlin Build Reports,Generate compiler reference index,3.4,2.71,3,3,10,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,13.87,13.86,13.96,13.98,14.18,14.27,Gb
Build process cpu,Max,96.0,96.225,96.0,96.0,97,97,%
Build processes memory,Max,9.69,9.62,9.74,9.63,9.94,9.92,Gb
Build child processes cpu,Max,95.025,95.05,95.0,95.0,96,96,%
Build child processes memory,Max,3.81,3.79,3.78,3.78,4.21,4.05,Gb
gc-gradle_gc.log,total-collections,119.0,117.0,119.5,116.5,125.9,127.0,
