Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_k2_kotlin_2.1.21 Mean,varianta_kotlin_2.1.21 P50,variantb_k2_kotlin_2.1.21 P50,varianta_kotlin_2.1.21 P90,variantb_k2_kotlin_2.1.21 P90,Unit
Task Path,:layer_2:module_2_99:kspDebugKotlin,2803,2775,2827,2744,3368,3204,ms
Task Path,:layer_2:module_2_99:compileDebugKotlin,2395,1930,2363,1922,2920,2236,ms
Task Path,:layer_2:module_2_98:compileDebugKotlin,2328,2004,2324,1946,2934,2383,ms
Task Path,:layer_3:module_3_139:kspDebugKotlin,4365,3030,3465,2927,4147,3558,ms
Task Path,:layer_3:module_3_142:kspDebugKotlin,4571,3249,3502,3242,4319,3648,ms
Task Path,:layer_3:module_3_140:kspDebugKotlin,4196,3927,3978,3931,4904,4507,ms
Task Path,:layer_3:module_3_144:kspDebugKotlin,4140,3065,3144,3085,3846,3539,ms
Task Path,:layer_3:module_3_141:kspDebugKotlin,3514,3312,3509,3254,4265,3761,ms
Task Path,:layer_3:module_3_141:compileDebugKotlin,2521,2287,2403,2248,2898,2696,ms
Task Path,:layer_3:module_3_140:compileDebugKotlin,2569,2179,2289,2195,2964,2520,ms
Task Path,:layer_3:module_3_142:compileDebugKotlin,2451,2184,2318,2168,2849,2721,ms
Task Path,:layer_3:module_3_139:compileDebugKotlin,2529,2306,2256,2259,3013,2737,ms
Task Path,:layer_3:module_3_143:kspDebugKotlin,2983,2790,2928,2802,4083,3292,ms
Task Path,:layer_3:module_3_146:kspDebugKotlin,2917,3084,2842,3068,3484,3613,ms
Task Path,:layer_3:module_3_145:kspDebugKotlin,3277,3515,3212,3478,3841,4158,ms
Task Path,:layer_3:module_3_144:compileDebugKotlin,2077,2040,1937,2003,2640,2499,ms
Task Path,:layer_3:module_3_143:compileDebugKotlin,2108,2019,1990,2008,2663,2462,ms
Task Path,:layer_3:module_3_145:compileDebugKotlin,2116,1995,2003,1997,2522,2315,ms
Task Path,:layer_3:module_3_146:compileDebugKotlin,2150,2027,1993,2011,2682,2434,ms
Task Path,:layer_3:module_3_147:kspDebugKotlin,2768,2679,2805,2667,3320,3456,ms
Task Path,:layer_3:module_3_147:compileDebugKotlin,1797,1854,1703,1824,2224,2343,ms
Task Path,:layer_3:module_3_148:kspDebugKotlin,2692,2964,2664,2954,3333,3720,ms
Task Path,:layer_3:module_3_149:kspDebugKotlin,2641,2895,2693,2871,3227,3377,ms
Task Path,:layer_3:module_3_150:kspDebugKotlin,3205,3487,3097,3452,3825,4060,ms
Task Path,:layer_3:module_3_149:compileDebugKotlin,1913,2038,1801,2002,2474,2498,ms
Task Path,:layer_3:module_3_148:compileDebugKotlin,1916,1950,1795,1942,2526,2364,ms
Task Path,:layer_3:module_3_151:kspDebugKotlin,2774,2782,2611,2778,3539,3307,ms
Task Path,:layer_3:module_3_150:compileDebugKotlin,1846,1841,1799,1863,2251,2096,ms
Task Path,:layer_3:module_3_151:compileDebugKotlin,1751,1757,1705,1700,2060,2132,ms
Task Path,:layer_3:module_3_152:kspDebugKotlin,2740,2937,2677,2917,3312,3412,ms
Task Path,:layer_3:module_3_153:kspDebugKotlin,2501,2735,2385,2673,3170,3206,ms
Task Path,:layer_3:module_3_154:kspDebugKotlin,2755,2985,2775,2922,3253,3555,ms
Task Path,:layer_3:module_3_152:compileDebugKotlin,1786,1939,1693,1892,2284,2376,ms
Task Path,:layer_3:module_3_153:compileDebugKotlin,1864,1876,1751,1843,2364,2179,ms
Task Path,:layer_3:module_3_154:compileDebugKotlin,1889,1881,1831,1918,2371,2225,ms
Task Path,:layer_3:module_3_155:kspDebugKotlin,3087,3283,3189,3312,3879,3931,ms
Task Path,:layer_3:module_3_155:compileDebugKotlin,1807,1847,1759,1794,2167,2316,ms
Task Path,:layer_3:module_3_156:kspDebugKotlin,2818,3048,2668,2942,3672,3682,ms
Task Path,:layer_3:module_3_157:kspDebugKotlin,2575,3088,2555,3047,3081,3687,ms
Task Path,:layer_3:module_3_158:kspDebugKotlin,2577,2938,2604,2932,3093,3454,ms
Task Path,:layer_3:module_3_156:compileDebugKotlin,1828,1955,1747,1945,2274,2355,ms
Task Path,:layer_3:module_3_158:compileDebugKotlin,1851,1907,1767,1907,2594,2269,ms
Task Path,:layer_3:module_3_157:compileDebugKotlin,1938,1999,1825,2021,2561,2386,ms
Task Path,:layer_3:module_3_159:kspDebugKotlin,2788,2856,2736,2809,3514,3330,ms
Task Path,:layer_3:module_3_159:compileDebugKotlin,1784,1779,1685,1768,2321,2413,ms
Task Path,:layer_3:module_3_161:kspDebugKotlin,2671,2980,2597,2969,3306,3415,ms
Task Path,:layer_3:module_3_162:kspDebugKotlin,2740,3016,2656,2998,3237,3439,ms
Task Path,:layer_3:module_3_160:kspDebugKotlin,3031,3325,2969,3326,3834,3840,ms
Task Path,:layer_3:module_3_161:compileDebugKotlin,1805,2098,1762,2050,2174,2525,ms
Task Path,:layer_3:module_3_160:compileDebugKotlin,1702,1939,1616,1901,2146,2368,ms
Task Path,:layer_3:module_3_162:compileDebugKotlin,1746,1929,1686,1895,2167,2328,ms
Task Path,:layer_3:module_3_163:kspDebugKotlin,2623,2817,2572,2851,3193,3331,ms
Task Path,:layer_3:module_3_163:compileDebugKotlin,1726,1760,1679,1735,2046,2061,ms
Task Path,:layer_3:module_3_166:kspDebugKotlin,2657,2851,2615,2876,3188,3258,ms
Task Path,:layer_3:module_3_164:kspDebugKotlin,2684,2715,2640,2719,3336,3056,ms
Task Path,:layer_3:module_3_165:kspDebugKotlin,2995,3188,2977,3136,3633,3675,ms
Task Path,:layer_3:module_3_164:compileDebugKotlin,1656,1785,1578,1780,2031,2294,ms
Task Path,:layer_3:module_3_165:compileDebugKotlin,1785,2020,1681,1985,2243,2531,ms
Task Path,:layer_3:module_3_166:compileDebugKotlin,1820,2068,1729,2043,2258,2436,ms
Task Path,:layer_3:module_3_167:kspDebugKotlin,2645,2843,2560,2799,3403,3405,ms
Task Path,:layer_3:module_3_167:compileDebugKotlin,1744,1953,1666,1923,2211,2356,ms
Task Path,:layer_3:module_3_168:kspDebugKotlin,2711,2819,2580,2744,3410,3578,ms
Task Path,:layer_3:module_3_169:kspDebugKotlin,2712,2881,2654,2904,3359,3392,ms
Task Path,:layer_3:module_3_170:kspDebugKotlin,3033,3475,2960,3468,3786,3986,ms
Task Path,:layer_3:module_3_168:compileDebugKotlin,1695,1862,1671,1871,2250,2283,ms
Task Path,:layer_3:module_3_169:compileDebugKotlin,1854,2161,1795,2168,2223,2561,ms
Task Path,:layer_3:module_3_171:kspDebugKotlin,2631,3011,2571,3041,3094,3550,ms
Task Path,:layer_3:module_3_170:compileDebugKotlin,1773,1954,1723,1917,2196,2376,ms
Task Path,:layer_3:module_3_171:compileDebugKotlin,1762,1845,1746,1804,2150,2227,ms
Task Path,:layer_3:module_3_173:kspDebugKotlin,2613,2710,2597,2705,3176,3184,ms
Task Path,:layer_3:module_3_172:kspDebugKotlin,2894,3034,2893,3079,3481,3585,ms
Task Path,:layer_3:module_3_174:kspDebugKotlin,2613,2858,2534,2791,3234,3472,ms
Task Path,:layer_3:module_3_173:compileDebugKotlin,1728,1944,1650,2004,2134,2283,ms
Task Path,:layer_3:module_3_172:compileDebugKotlin,1741,1846,1701,1845,2197,2292,ms
Task Path,:layer_3:module_3_174:compileDebugKotlin,1702,1845,1650,1806,2144,2149,ms
Task Path,:layer_3:module_3_175:kspDebugKotlin,2873,3314,2844,3335,3473,3967,ms
Task Path,:layer_3:module_3_175:compileDebugKotlin,1740,3851,1708,1690,2219,2304,ms
Task Path,:layer_3:module_3_176:kspDebugKotlin,2778,2964,2720,2940,3324,3317,ms
Task Path,:layer_3:module_3_177:kspDebugKotlin,2679,2733,2672,2704,3303,3238,ms
Task Path,:layer_3:module_3_178:kspDebugKotlin,2696,2761,2645,2744,3285,3305,ms
Task Path,:layer_3:module_3_177:compileDebugKotlin,1717,3728,1656,1828,2202,2453,ms
Task Path,:layer_3:module_3_176:compileDebugKotlin,1743,3875,1670,1825,2172,2392,ms
Task Path,:layer_3:module_3_179:kspDebugKotlin,2682,2853,2637,2879,3209,3261,ms
Task Path,:layer_3:module_3_178:compileDebugKotlin,1782,2664,1739,1859,2244,2353,ms
Task Path,:layer_3:module_3_179:compileDebugKotlin,1708,2055,1648,1784,2105,2368,ms
Task Path,:layer_3:module_3_181:kspDebugKotlin,2608,2890,2548,2829,3194,3409,ms
Task Path,:layer_3:module_3_180:kspDebugKotlin,3014,3279,2966,3227,3660,3921,ms
Task Path,:layer_3:module_3_182:kspDebugKotlin,2725,3003,2688,2987,3249,3541,ms
Task Path,:layer_3:module_3_180:compileDebugKotlin,1663,1941,1597,1762,2059,2210,ms
Task Path,:layer_3:module_3_181:compileDebugKotlin,1792,2246,1755,2076,2270,2597,ms
Task Path,:layer_3:module_3_183:kspDebugKotlin,2718,3019,2650,3036,3203,3543,ms
Task Path,:layer_3:module_3_182:compileDebugKotlin,1921,2169,1780,1984,2373,2483,ms
Task Path,:layer_3:module_3_183:compileDebugKotlin,1960,2056,1842,1913,2551,2281,ms
Task Path,:layer_3:module_3_184:kspDebugKotlin,2884,3120,2854,3052,3456,3678,ms
Task Path,:layer_3:module_3_184:compileDebugKotlin,2001,2066,1920,1872,2554,2328,ms
Task Path,:layer_4:module_4_190:kspDebugKotlin,3373,3484,3376,3388,4220,3982,ms
Task Path,:layer_4:module_4_191:kspDebugKotlin,2941,2963,2824,2841,3697,3388,ms
Task Path,:layer_4:module_4_185:kspDebugKotlin,3390,3439,3426,3340,3917,3961,ms
Task Path,:layer_4:module_4_186:kspDebugKotlin,3068,3018,3080,2925,3567,3568,ms
Task Path,:layer_4:module_4_187:kspDebugKotlin,3263,3213,3232,3163,4037,3604,ms
Task Path,:layer_4:module_4_188:kspDebugKotlin,3304,3368,3340,3245,4095,3902,ms
Task Path,:layer_4:module_4_185:compileDebugKotlin,2008,2225,1980,2121,2567,2652,ms
Task Path,:layer_4:module_4_186:compileDebugKotlin,1955,2270,1845,2072,2465,2619,ms
Task Path,:layer_4:module_4_187:compileDebugKotlin,2070,2312,1972,2133,2617,2664,ms
Task Path,:layer_4:module_4_188:compileDebugKotlin,1746,2004,1713,1931,2243,2227,ms
Task Path,:layer_4:module_4_190:compileDebugKotlin,1939,2037,1920,1847,2362,2330,ms
Task Path,:layer_4:module_4_191:compileDebugKotlin,1935,2060,1947,1892,2330,2392,ms
Task Path,:layer_4:module_4_189:kspDebugKotlin,2647,2481,2637,2442,3268,2901,ms
Task Path,:layer_4:module_4_192:kspDebugKotlin,3025,3126,3011,3091,3702,3609,ms
Task Path,:layer_4:module_4_189:compileDebugKotlin,1726,1798,1672,1712,2120,2063,ms
Task Path,:layer_4:module_4_192:compileDebugKotlin,1834,1919,1792,1810,2312,2386,ms
Task Path,:layer_4:module_4_193:kspDebugKotlin,2758,2693,2723,2630,3595,3392,ms
Task Path,:layer_4:module_4_194:kspDebugKotlin,2894,3042,2727,2970,3812,3691,ms
Task Path,:layer_4:module_4_193:compileDebugKotlin,1827,2098,1737,2009,2303,2649,ms
Task Path,:layer_4:module_4_195:kspDebugKotlin,3374,3791,3310,3785,4311,4441,ms
Task Path,:layer_4:module_4_194:compileDebugKotlin,1950,2331,1858,2283,2480,2778,ms
Task Path,:layer_4:module_4_196:kspDebugKotlin,3183,3613,3176,3607,3789,4321,ms
Task Path,:layer_4:module_4_195:compileDebugKotlin,1759,2001,1666,1961,2297,2344,ms
Task Path,:layer_4:module_4_196:compileDebugKotlin,1687,2025,1629,1940,2091,2305,ms
Task Path,:layer_4:module_4_197:kspDebugKotlin,2584,2929,2621,2933,3156,3738,ms
Task Path,:layer_4:module_4_198:kspDebugKotlin,2470,2714,2390,2620,3085,3204,ms
Task Path,:layer_4:module_4_197:compileDebugKotlin,1590,1837,1565,1745,1985,2275,ms
Task Path,:layer_4:module_4_198:compileDebugKotlin,1669,1914,1623,1845,2055,2395,ms
Task Path,:layer_4:module_4_199:kspDebugKotlin,2638,2793,2541,2713,3173,3210,ms
Task Path,:layer_4:module_4_200:kspDebugKotlin,3253,3738,3128,3690,4051,4295,ms
Task Path,:layer_4:module_4_199:compileDebugKotlin,1777,1988,1683,1899,2154,2429,ms
Task Path,:layer_4:module_4_201:kspDebugKotlin,2862,2994,2728,3044,3403,3541,ms
Task Path,:layer_4:module_4_202:kspDebugKotlin,2749,2971,2638,2932,3420,3651,ms
Task Path,:layer_4:module_4_200:compileDebugKotlin,1807,1850,1722,1816,2320,2476,ms
Task Path,:layer_4:module_4_201:compileDebugKotlin,1741,1891,1664,1805,2230,2229,ms
Task Path,:layer_4:module_4_202:compileDebugKotlin,1855,2020,1800,1928,2351,2550,ms
Task Path,:layer_4:module_4_203:kspDebugKotlin,2627,2828,2635,2769,3034,3349,ms
Task Path,:layer_4:module_4_204:kspDebugKotlin,2946,3161,2923,3163,3490,3685,ms
Task Path,:layer_4:module_4_203:compileDebugKotlin,1744,1874,1658,1767,2218,2301,ms
Task Path,:layer_4:module_4_204:compileDebugKotlin,1805,1895,1747,1810,2225,2305,ms
Task Path,:layer_4:module_4_206:kspDebugKotlin,2714,2844,2668,2838,3316,3514,ms
Task Path,:layer_4:module_4_205:kspDebugKotlin,3031,3192,2950,3201,3702,3812,ms
Task Path,:layer_4:module_4_207:kspDebugKotlin,2642,2927,2537,2930,3328,3465,ms
Task Path,:layer_4:module_4_205:compileDebugKotlin,1735,1884,1636,1791,2179,2336,ms
Task Path,:layer_4:module_4_206:compileDebugKotlin,1748,2059,1663,2017,2189,2482,ms
Task Path,:layer_4:module_4_208:kspDebugKotlin,2899,3246,2791,3249,3826,3910,ms
Task Path,:layer_4:module_4_207:compileDebugKotlin,1703,1918,1596,1917,2205,2425,ms
Task Path,:layer_4:module_4_209:kspDebugKotlin,2711,3135,2549,3071,3237,3859,ms
Task Path,:layer_4:module_4_208:compileDebugKotlin,1671,1954,1624,1863,1993,2422,ms
Task Path,:layer_4:module_4_210:kspDebugKotlin,3038,3507,3025,3476,3668,4232,ms
Task Path,:layer_4:module_4_211:kspDebugKotlin,2739,3039,2688,3035,3304,3600,ms
Task Path,:layer_4:module_4_209:compileDebugKotlin,1772,1970,1715,1985,2140,2439,ms
Task Path,:layer_4:module_4_210:compileDebugKotlin,1706,1947,1672,1890,2089,2433,ms
Task Path,:layer_4:module_4_211:compileDebugKotlin,1757,1929,1719,1835,2148,2366,ms
Task Path,:layer_4:module_4_212:kspDebugKotlin,2839,3048,2705,3076,3453,3426,ms
Task Path,:layer_4:module_4_213:kspDebugKotlin,2691,2734,2615,2674,3310,3208,ms
Task Path,:layer_4:module_4_212:compileDebugKotlin,1678,1775,1674,1769,2088,2084,ms
Task Path,:layer_4:module_4_213:compileDebugKotlin,1719,1823,1605,1767,2138,2212,ms
Task Path,:layer_4:module_4_214:kspDebugKotlin,2754,2742,2819,2743,3261,3286,ms
Task Path,:layer_4:module_4_215:kspDebugKotlin,3086,3318,3043,3272,3733,3942,ms
Task Path,:layer_4:module_4_214:compileDebugKotlin,1865,1971,1710,1939,2377,2372,ms
Task Path,:layer_4:module_4_215:compileDebugKotlin,1838,1829,1673,1756,2490,2331,ms
Task Path,:layer_4:module_4_216:kspDebugKotlin,3038,3064,2924,3109,3628,3575,ms
Task Path,:layer_4:module_4_217:kspDebugKotlin,2795,2933,2665,2934,3485,3411,ms
Task Path,:layer_4:module_4_216:compileDebugKotlin,1623,1863,1541,1801,2007,2320,ms
Task Path,:layer_4:module_4_217:compileDebugKotlin,1668,1892,1620,1807,2066,2411,ms
Task Path,:layer_4:module_4_218:kspDebugKotlin,2606,2737,2499,2659,3172,3309,ms
Task Path,:layer_4:module_4_219:kspDebugKotlin,2440,2748,2373,2680,3051,3334,ms
Task Path,:layer_4:module_4_219:compileDebugKotlin,1647,1785,1576,1768,2003,2178,ms
Task Path,:layer_4:module_4_218:compileDebugKotlin,1752,1899,1669,1849,2242,2335,ms
Task Path,:layer_4:module_4_221:kspDebugKotlin,2640,2992,2605,3011,3106,3543,ms
Task Path,:layer_4:module_4_220:kspDebugKotlin,3119,3407,3056,3372,3700,4087,ms
Task Path,:layer_4:module_4_220:compileDebugKotlin,1609,1825,1557,1776,1884,2202,ms
Task Path,:layer_4:module_4_221:compileDebugKotlin,1742,1944,1694,1920,2061,2394,ms
Task Path,:layer_4:module_4_222:kspDebugKotlin,2637,2925,2681,2976,3153,3509,ms
Task Path,:layer_4:module_4_223:kspDebugKotlin,2692,2982,2680,2974,3333,3558,ms
Task Path,:layer_4:module_4_222:compileDebugKotlin,1648,1866,1623,1848,1990,2213,ms
Task Path,:layer_4:module_4_223:compileDebugKotlin,1813,1884,1744,1836,2201,2328,ms
Task Path,:layer_4:module_4_224:kspDebugKotlin,2953,3095,2816,3073,3593,3608,ms
Task Path,:layer_4:module_4_225:kspDebugKotlin,3189,3340,3100,3261,3873,3879,ms
Task Path,:layer_4:module_4_226:kspDebugKotlin,2764,2922,2698,2892,3351,3398,ms
Task Path,:layer_4:module_4_224:compileDebugKotlin,1804,1840,1709,1804,2332,2160,ms
Task Path,:layer_4:module_4_225:compileDebugKotlin,1778,1903,1692,1875,2237,2209,ms
Task Path,:layer_4:module_4_227:kspDebugKotlin,2765,2997,2729,3027,3343,3414,ms
Task Path,:layer_4:module_4_226:compileDebugKotlin,1726,1885,1681,1837,2152,2244,ms
Task Path,:layer_4:module_4_227:compileDebugKotlin,1699,1853,1671,1801,2034,2277,ms
Task Path,:layer_4:module_4_228:kspDebugKotlin,2713,2813,2699,2663,3200,3503,ms
Task Path,:layer_4:module_4_229:kspDebugKotlin,2538,2690,2471,2636,3186,3234,ms
Task Path,:layer_4:module_4_230:kspDebugKotlin,2739,2928,2706,2844,3392,3463,ms
Task Path,:layer_4:module_4_228:compileDebugKotlin,1745,1843,1688,1840,2077,2308,ms
Task Path,:layer_4:module_4_229:compileDebugKotlin,1824,1837,1737,1834,2191,2182,ms
Task Path,:layer_4:module_4_230:compileDebugKotlin,1508,1427,1451,1378,1955,1712,ms
Task Path,:layer_5:module_5_231:mergeDebugResources,2832,2745,2787,2666,3463,3128,ms
Task Path,:layer_5:module_5_231:processDebugResources,2030,2123,1961,2071,2457,2405,ms
Task Path,:layer_5:module_5_231:kspDebugKotlin,2744,3031,2685,3044,3478,3595,ms
Task Path,:layer_5:module_5_231:compileDebugKotlin,3701,3400,3638,3374,4367,4008,ms
Task Path,:layer_5:module_5_231:hiltAggregateDepsDebug,1813,1609,1742,1552,2301,2119,ms
Task Path,:layer_5:module_5_231:mergeExtDexDebug,8444,7930,8398,7894,9127,8693,ms
Task Path,:layer_5:module_5_231:hiltJavaCompileDebug,16260,16145,16281,16253,17809,16847,ms
Task Path,:layer_5:module_5_231:mergeDebugJavaResource,1713,1563,1728,1509,1980,1890,ms
Task Path,:layer_5:module_5_231:dexBuilderDebug,1389,1311,1400,1277,1683,1573,ms
Task Path,:layer_5:module_5_231:mergeLibDexDebug,3016,2958,2978,2920,3517,3434,ms
Task Path,:layer_5:module_5_231:validateSigningDebug,1548,1628,1186,1358,2711,2739,ms
Kotlin Build Reports,Compiler IR lowering,347.51,362.84,282,293,557,575,ms
Kotlin Build Reports,Clear outputs on rebuild,1.94,2.11,2,2,3,4,ms
Kotlin Build Reports,Run compilation,2342.97,2557.16,1948,2014,3373,3858,ms
Kotlin Build Reports,Compiler code analysis,655.58,757.95,486,538,1115,1347,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,56.82,61.22,44,49,83,91,ms
Kotlin Build Reports,Run compilation in Gradle worker,2361.07,2588.12,1966,2033,3404,3883,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.42,2.89,3,3,5,5,ms
Kotlin Build Reports,Total Gradle task time,2477.75,2755.3,2083,2186,3550,4094,ms
Kotlin Build Reports,Calculate output size,1.74,1.81,1,1,4,4,ms
Kotlin Build Reports,Update caches,7.24,8.28,5,6,13,16,ms
Kotlin Build Reports,Start gradle worker,2.18,2.55,1,1,4,5,ms
Kotlin Build Reports,Compiler initialization time,63.92,65.82,56,47,95,86,ms
Kotlin Build Reports,Connect to Kotlin daemon,13.84,23.26,7,9,17,22,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,54.71,58.96,42,47,80,87,ms
Kotlin Build Reports,Compiler IR generation,241.41,253.72,175,183,405,442,ms
Kotlin Build Reports,Compiler IR translation,1744.39,1840.57,1544,1588,2492,2712,ms
Kotlin Build Reports,Spent time before task action,42.09,73.31,39,67,65,109,ms
Kotlin Build Reports,Sources compilation round,2186.15,2367.44,1809,1856,3180,3614,ms
Kotlin Build Reports,Compiler code generation,589.45,617.09,466,485,957,989,ms
Kotlin Build Reports,Task action before worker execution,17.64,30.02,13,20,29,34,ms
Kotlin Build Reports,Load current classpath snapshot,12.65,12.72,7,7,15,15,ms
Kotlin Build Reports,Incremental compilation in daemon,2325.14,2525.38,1931,1992,3350,3822,ms
Kotlin Build Reports,Compiler IR lowering line number,484,484,480,480,529,529,
Kotlin Build Reports,ABI snapshot size,49.0,49.0,49,49,49,49,B
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Size of classpath snapshot,11.54,11.54,12,12,19,19,MB
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,2,2,
Kotlin Build Reports,Size of shrunk classpath snapshot,31.33,31.33,29,29,43,43,KB
Kotlin Build Reports,Number of lines analyzed,484,484,480,480,529,529,
Kotlin Build Reports,Total size of the cache directory,583.06,583.06,582,582,592,592,KB
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Number of lines for code generation,484,484,480,480,529,529,
Kotlin Build Reports,Compiler IR translation line number,969,969,960,960,1058,1058,
Kotlin Build Reports,Analysis lines per second,989,911,1002,905,1527,1466,
Kotlin Build Reports,Code generation lines per second,1059,1016,1046,1000,1651,1578,
Kotlin Build Reports,Number of classpath entries,171,171,172,172,259,259,
Kotlin Build Reports,Compiler IR generation line number,484,484,480,480,529,529,
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,169,169,171,171,257,257,
Kotlin Build Reports,Write history file,3.08,2.69,3,2,5,5,ms
Kotlin Build Reports,Clear jar cache,2.24,2.16,1,1,4,4,ms
Kotlin Build Reports,Clear output,2.58,2.61,2,2,5,6,ms
Kotlin Build Reports,Store build info,3.0,3.04,3,3,5,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.45,11.73,11.49,11.7,11.89,12.11,Gb
Build process cpu,Max,96.32,96.98,96.0,97.0,97,97,%
Build processes memory,Max,4.95,6.63,4.91,6.65,5.17,6.71,Gb
Build child processes cpu,Max,95.84,95.48,96.0,96.0,96,96,%
Build child processes memory,Max,5.67,4.25,5.66,4.21,6.08,4.66,Gb
gc-gradle_gc.log,total-collections,204.0,280.0,207.0,281.5,213.8,295.8,
gc-kotlin_gc.log,total-collections,162.0,95.0,164.0,98.0,168.0,101.0,
