Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:core:notifications:compileDemoDebugKotlin,Total Gradle task time,2075.16,1821.54,1621,1586,3722,2965,ms
:core:notifications:compileDemoDebugKotlin,Run compilation,1271.72,1229.7,1274,1224,1451,1448,ms
:core:notifications:compileDemoDebugKotlin,Compiler code generation,241.2,235.02,233,230,301,316,ms
:core:notifications:compileDemoDebugKotlin,Calculate output size,2.02,2.1,1,1,5,6,ms
:core:notifications:compileDemoDebugKotlin,Load current classpath snapshot,5.6,6.14,5,6,10,10,ms
:core:notifications:compileDemoDebugKotlin,Start gradle worker,224.68,182.96,35,22,670,715,ms
:core:notifications:compileDemoDebugKotlin,Run compilation in Gradle worker,1292.62,1249.48,1288,1236,1479,1471,ms
:core:notifications:compileDemoDebugKotlin,Compiler IR generation,127.94,123.08,119,117,175,157,ms
:core:notifications:compileDemoDebugKotlin,Spent time before task action,22.74,21.5,22,21,34,28,ms
:core:notifications:compileDemoDebugKotlin,Connect to Kotlin daemon,15.42,15.0,14,14,26,24,ms
:core:notifications:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,39.36,40.5,40,40,54,56,ms
:core:notifications:compileDemoDebugKotlin,Update caches,4.26,4.6,5,4,8,8,ms
:core:notifications:compileDemoDebugKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Code generation lines per second,1104,1136,1097,1108,1451,1471,
:core:notifications:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,39,39,39,39,39,39,
:core:notifications:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileDemoDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileDemoDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileDemoDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileDemoDebugKotlin,Analysis lines per second,372,397,365,388,443,499,
:core:notifications:compileDemoDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileDemoDebugKotlin,Clear jar cache,2.41,2.48,2,2,5,7,ms
:core:notifications:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.08,3.74,3,3,7,10,ms
:core:notifications:compileDemoDebugKotlin,Store build info,1.0,2.0,1,2,1,2,ms
:core:notifications:compileDemoDebugKotlin,Clear output,1.0,,1,,1,,ms
:core:notifications:compileDemoDebugKotlin,Write history file,2.8,4.33,3,5,4,6,ms
:core:notifications:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,1.0,3,1,3,1,ms
:core:notifications:compileProdDebugKotlin,Sources compilation round,536.76,488.68,524,470,735,629,ms
:core:notifications:compileProdDebugKotlin,Compiler code analysis,357.06,316.58,341,305,486,414,ms
:core:notifications:compileProdDebugKotlin,Compiler IR lowering,49.32,44.98,46,39,68,67,ms
:core:notifications:compileProdDebugKotlin,Compiler IR translation,50.14,49.24,50,46,73,70,ms
:core:notifications:compileProdDebugKotlin,Compiler initialization time,28.56,31.56,28,29,39,41,ms
:core:notifications:compileProdDebugKotlin,Incremental compilation in daemon,626.4,567.14,618,552,853,722,ms
:core:notifications:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,24.58,22.48,26,24,35,34,ms
:core:notifications:compileProdDebugKotlin,Task action before worker execution,22.04,26.48,21,22,28,35,ms
:core:notifications:compileProdDebugKotlin,Total Gradle task time,879.82,829.1,822,748,1273,1245,ms
:core:notifications:compileProdDebugKotlin,Run compilation,644.68,587.32,639,580,867,743,ms
:core:notifications:compileProdDebugKotlin,Clear jar cache,6.64,2.61,3,2,5,8,ms
:core:notifications:compileProdDebugKotlin,Compiler code generation,94.8,85.38,84,80,141,121,ms
:core:notifications:compileProdDebugKotlin,Calculate output size,1.72,1.64,1,1,4,4,ms
:core:notifications:compileProdDebugKotlin,Load current classpath snapshot,4.1,3.08,5,2,7,6,ms
:core:notifications:compileProdDebugKotlin,Start gradle worker,57.8,45.79,2,1,211,178,ms
:core:notifications:compileProdDebugKotlin,Run compilation in Gradle worker,662.66,601.86,650,591,881,762,ms
:core:notifications:compileProdDebugKotlin,Compiler IR generation,45.04,39.94,42,35,76,59,ms
:core:notifications:compileProdDebugKotlin,Spent time before task action,17.66,17.4,18,17,26,24,ms
:core:notifications:compileProdDebugKotlin,Connect to Kotlin daemon,10.12,11.1,9,9,15,18,ms
:core:notifications:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,23.3,21.44,24,23,33,33,ms
:core:notifications:compileProdDebugKotlin,Update caches,2.46,2.2,1,1,6,5,ms
:core:notifications:compileProdDebugKotlin,Compiler IR translation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Size of classpath snapshot,2.5,2.5,3,3,3,3,MB
:core:notifications:compileProdDebugKotlin,Number of lines for code generation,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Compiler IR generation line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Code generation lines per second,3112,3274,3036,3207,4722,4396,
:core:notifications:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:notifications:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:notifications:compileProdDebugKotlin,Compiler IR lowering line number,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Number of classpath entries,40,40,40,40,40,40,
:core:notifications:compileProdDebugKotlin,Size of shrunk classpath snapshot,25.6,25.6,26,26,26,26,KB
:core:notifications:compileProdDebugKotlin,Total size of the cache directory,546.4,546.4,546,546,546,546,KB
:core:notifications:compileProdDebugKotlin,Analysis lines per second,766,836,748,836,1058,1053,
:core:notifications:compileProdDebugKotlin,Number of lines analyzed,255,255,255,255,255,255,
:core:notifications:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.8,3.0,3,3,8,3,ms
:core:notifications:compileProdDebugKotlin,Write history file,3.0,3.0,3,3,3,3,ms
:core:notifications:compileProdDebugKotlin,Clear output,2.0,2.0,2,2,3,2,ms
:core:notifications:compileProdDebugKotlin,Store build info,2.0,4.33,2,3,2,8,ms
:core:screenshot-testing:compileDemoDebugKotlin,Sources compilation round,1254.44,1243.06,1220,1246,1482,1435,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code analysis,590.14,587.22,562,575,797,706,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering,68.54,72.24,70,69,97,94,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation,395.26,383.4,389,379,487,481,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler initialization time,106.64,105.2,100,95,156,174,ms
:core:screenshot-testing:compileDemoDebugKotlin,Incremental compilation in daemon,1461.1,1465.08,1431,1457,1780,1695,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,144.44,156.26,140,142,212,233,ms
:core:screenshot-testing:compileDemoDebugKotlin,Task action before worker execution,17.56,18.22,16,15,30,24,ms
:core:screenshot-testing:compileDemoDebugKotlin,Total Gradle task time,1624.76,1629.58,1615,1628,1926,1899,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation,1483.74,1488.62,1451,1473,1796,1722,ms
:core:screenshot-testing:compileDemoDebugKotlin,Clear jar cache,2.66,2.54,2,1,4,6,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler code generation,155.78,162.68,154,160,222,246,ms
:core:screenshot-testing:compileDemoDebugKotlin,Calculate output size,1.78,1.94,1,1,4,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Load current classpath snapshot,50.28,60.84,49,60,91,88,ms
:core:screenshot-testing:compileDemoDebugKotlin,Start gradle worker,2.57,2.08,1,1,7,4,ms
:core:screenshot-testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1500.96,1507.28,1471,1491,1811,1785,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation,86.82,89.96,79,87,130,138,ms
:core:screenshot-testing:compileDemoDebugKotlin,Spent time before task action,25.28,26.22,25,26,35,35,ms
:core:screenshot-testing:compileDemoDebugKotlin,Connect to Kotlin daemon,12.62,14.52,12,11,21,23,ms
:core:screenshot-testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,142.78,153.94,138,141,211,231,ms
:core:screenshot-testing:compileDemoDebugKotlin,Update caches,1.86,2.12,1,1,4,5,ms
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,39,34,49,36,49,49,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Code generation lines per second,1869,1848,1766,1700,2407,2590,
:core:screenshot-testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,92,93,84,92,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileDemoDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileDemoDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileDemoDebugKotlin,Analysis lines per second,478,474,484,473,570,610,
:core:screenshot-testing:compileDemoDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,1.5,3.25,1,3,3,6,ms
:core:screenshot-testing:compileDemoDebugKotlin,Store build info,3.0,1.75,3,2,3,3,ms
:core:screenshot-testing:compileProdDebugKotlin,Sources compilation round,1261.76,1253.6,1280,1258,1482,1386,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code analysis,587.4,589.6,568,584,745,702,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering,69.18,70.74,69,70,96,91,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation,394.84,384.5,382,380,496,459,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler initialization time,102.7,104.62,101,96,157,178,ms
:core:screenshot-testing:compileProdDebugKotlin,Incremental compilation in daemon,1463.2,1474.36,1466,1456,1786,1707,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,137.96,152.84,131,141,204,223,ms
:core:screenshot-testing:compileProdDebugKotlin,Task action before worker execution,16.66,15.8,15,15,24,23,ms
:core:screenshot-testing:compileProdDebugKotlin,Total Gradle task time,1624.76,1635.78,1634,1608,1937,1856,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation,1485.84,1496.94,1500,1472,1808,1724,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler code generation,172.24,169.18,153,163,236,201,ms
:core:screenshot-testing:compileProdDebugKotlin,Calculate output size,2.06,2.28,1,1,4,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Load current classpath snapshot,43.48,57.16,39,49,86,96,ms
:core:screenshot-testing:compileProdDebugKotlin,Start gradle worker,2.63,2.69,1,2,7,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Run compilation in Gradle worker,1502.6,1515.42,1514,1490,1822,1739,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation,102.58,97.9,87,97,169,122,ms
:core:screenshot-testing:compileProdDebugKotlin,Spent time before task action,28.08,26.92,28,27,38,35,ms
:core:screenshot-testing:compileProdDebugKotlin,Connect to Kotlin daemon,13.12,15.24,13,11,21,26,ms
:core:screenshot-testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,135.88,150.92,129,140,200,222,ms
:core:screenshot-testing:compileProdDebugKotlin,Update caches,1.89,1.75,1,1,3,4,ms
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR translation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:core:screenshot-testing:compileProdDebugKotlin,Number of lines for code generation,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR generation line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Code generation lines per second,1798,1712,1778,1674,2603,2153,
:core:screenshot-testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,99,110,102,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:screenshot-testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:screenshot-testing:compileProdDebugKotlin,Compiler IR lowering line number,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of classpath entries,121,121,121,121,121,121,
:core:screenshot-testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,46.8,46.8,47,47,47,47,KB
:core:screenshot-testing:compileProdDebugKotlin,Total size of the cache directory,467.8,467.8,468,468,468,468,KB
:core:screenshot-testing:compileProdDebugKotlin,Analysis lines per second,483,471,478,465,607,569,
:core:screenshot-testing:compileProdDebugKotlin,Number of lines analyzed,272,272,272,272,272,272,
:core:screenshot-testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,34,29,43,27,49,49,
:core:screenshot-testing:compileProdDebugKotlin,Clear jar cache,1.78,2.18,1,1,4,5,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear output,2.33,6.0,2,6,3,6,ms
:core:screenshot-testing:compileProdDebugKotlin,Clear outputs on rebuild,10.0,1.0,10,1,10,1,ms
:core:screenshot-testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.44,2.5,3,3,4,5,ms
:core:testing:compileDemoDebugKotlin,Sources compilation round,1213.9,1167.94,1195,1125,1537,1495,ms
:core:testing:compileDemoDebugKotlin,Compiler code analysis,739.3,714.44,707,689,948,935,ms
:core:testing:compileDemoDebugKotlin,Compiler IR lowering,150.46,141.4,154,129,209,194,ms
:core:testing:compileDemoDebugKotlin,Compiler IR translation,104.14,102.38,104,100,149,126,ms
:core:testing:compileDemoDebugKotlin,Compiler initialization time,36.86,34.98,35,35,45,47,ms
:core:testing:compileDemoDebugKotlin,Incremental compilation in daemon,1314.36,1271.36,1285,1222,1661,1591,ms
:core:testing:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,28.58,32.96,29,33,40,43,ms
:core:testing:compileDemoDebugKotlin,Task action before worker execution,33.7,26.46,23,24,75,33,ms
:core:testing:compileDemoDebugKotlin,Total Gradle task time,1571.66,1511.78,1462,1447,2053,1989,ms
:core:testing:compileDemoDebugKotlin,Run compilation,1335.86,1294.76,1312,1249,1680,1611,ms
:core:testing:compileDemoDebugKotlin,Clear jar cache,3.13,2.62,2,1,6,7,ms
:core:testing:compileDemoDebugKotlin,Compiler code generation,325.94,309.44,328,293,431,463,ms
:core:testing:compileDemoDebugKotlin,Calculate output size,1.82,1.62,1,1,4,4,ms
:core:testing:compileDemoDebugKotlin,Load current classpath snapshot,5.38,6.26,6,6,8,10,ms
:core:testing:compileDemoDebugKotlin,Start gradle worker,66.46,2.98,1,2,20,6,ms
:core:testing:compileDemoDebugKotlin,Run compilation in Gradle worker,1352.32,1311.78,1336,1264,1700,1621,ms
:core:testing:compileDemoDebugKotlin,Compiler IR generation,174.92,167.7,169,154,245,246,ms
:core:testing:compileDemoDebugKotlin,Spent time before task action,23.62,24.6,22,22,29,36,ms
:core:testing:compileDemoDebugKotlin,Connect to Kotlin daemon,11.38,13.3,10,10,20,21,ms
:core:testing:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,26.66,31.0,27,31,38,39,ms
:core:testing:compileDemoDebugKotlin,Update caches,3.96,4.18,4,5,6,7,ms
:core:testing:compileDemoDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:testing:compileDemoDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Code generation lines per second,3259,3412,2980,3331,4855,4742,
:core:testing:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,60,59,60,60,60,60,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileDemoDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileDemoDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileDemoDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileDemoDebugKotlin,Analysis lines per second,1403,1456,1380,1418,1907,1940,
:core:testing:compileDemoDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.62,2.5,3,3,4,4,ms
:core:testing:compileDemoDebugKotlin,Store build info,2.0,2.5,2,3,2,3,ms
:core:testing:compileProdDebugKotlin,Sources compilation round,1125.72,1073.48,1095,1043,1391,1314,ms
:core:testing:compileProdDebugKotlin,Compiler code analysis,714.48,688.3,708,652,901,956,ms
:core:testing:compileProdDebugKotlin,Compiler IR lowering,144.94,129.46,136,117,198,195,ms
:core:testing:compileProdDebugKotlin,Compiler IR translation,81.62,81.22,81,75,122,119,ms
:core:testing:compileProdDebugKotlin,Compiler initialization time,37.0,33.24,35,34,53,44,ms
:core:testing:compileProdDebugKotlin,Incremental compilation in daemon,1221.68,1178.94,1197,1144,1492,1463,ms
:core:testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,28.5,34.52,26,29,39,42,ms
:core:testing:compileProdDebugKotlin,Task action before worker execution,31.98,24.74,28,23,42,42,ms
:core:testing:compileProdDebugKotlin,Total Gradle task time,1398.7,1350.52,1373,1326,1787,1632,ms
:core:testing:compileProdDebugKotlin,Run compilation,1243.22,1200.96,1215,1167,1546,1483,ms
:core:testing:compileProdDebugKotlin,Clear jar cache,1.64,1.62,1,1,4,3,ms
:core:testing:compileProdDebugKotlin,Compiler code generation,286.74,264.88,270,250,386,360,ms
:core:testing:compileProdDebugKotlin,Calculate output size,1.62,1.84,1,1,4,4,ms
:core:testing:compileProdDebugKotlin,Load current classpath snapshot,3.12,3.72,2,4,6,7,ms
:core:testing:compileProdDebugKotlin,Start gradle worker,11.6,3.38,2,1,8,10,ms
:core:testing:compileProdDebugKotlin,Run compilation in Gradle worker,1257.44,1215.84,1229,1179,1564,1497,ms
:core:testing:compileProdDebugKotlin,Compiler IR generation,141.28,134.96,133,126,206,187,ms
:core:testing:compileProdDebugKotlin,Spent time before task action,21.86,19.72,21,19,31,29,ms
:core:testing:compileProdDebugKotlin,Connect to Kotlin daemon,10.4,10.98,10,10,16,17,ms
:core:testing:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,26.6,32.58,24,27,35,37,ms
:core:testing:compileProdDebugKotlin,Update caches,3.94,4.32,4,4,7,8,ms
:core:testing:compileProdDebugKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileProdDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Code generation lines per second,3636,3927,3615,3904,4692,5419,
:core:testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,65,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileProdDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileProdDebugKotlin,Total size of the cache directory,573.2,573.2,573,573,573,573,KB
:core:testing:compileProdDebugKotlin,Analysis lines per second,1420,1500,1379,1498,1858,2029,
:core:testing:compileProdDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.0,3.13,3,3,5,4,ms
:core:testing:compileProdDebugKotlin,Store build info,3.2,1.0,3,1,7,1,ms
:core:testing:compileProdDebugKotlin,Clear output,1.5,1.0,2,1,2,1,ms
:core:ui:compileDemoDebugKotlin,Sources compilation round,4154.82,4094.72,4171,4091,4650,4616,ms
:core:ui:compileDemoDebugKotlin,Compiler code analysis,1513.38,1470.2,1493,1432,1811,1707,ms
:core:ui:compileDemoDebugKotlin,Compiler IR lowering,622.34,601.32,618,591,725,729,ms
:core:ui:compileDemoDebugKotlin,Compiler IR translation,1069.72,1099.3,1027,1106,1249,1282,ms
:core:ui:compileDemoDebugKotlin,Store build info,2.5,3.5,3,3,3,7,ms
:core:ui:compileDemoDebugKotlin,Compiler initialization time,77.92,83.9,78,81,106,108,ms
:core:ui:compileDemoDebugKotlin,Incremental compilation in daemon,4357.1,4315.04,4390,4257,4828,4866,ms
:core:ui:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,95.24,98.86,75,98,183,131,ms
:core:ui:compileDemoDebugKotlin,Task action before worker execution,77.22,77.76,83,86,166,171,ms
:core:ui:compileDemoDebugKotlin,Total Gradle task time,17918.86,15669.12,14146,14563,30104,24432,ms
:core:ui:compileDemoDebugKotlin,Run compilation,4391.76,4345.64,4423,4299,4863,4888,ms
:core:ui:compileDemoDebugKotlin,Compiler code generation,1483.4,1430.54,1435,1406,1808,1680,ms
:core:ui:compileDemoDebugKotlin,Calculate output size,2.34,2.26,1,1,5,5,ms
:core:ui:compileDemoDebugKotlin,Save shrunk current classpath snapshot,1.6,1.9,1,1,4,4,ms
:core:ui:compileDemoDebugKotlin,Load current classpath snapshot,20.34,21.64,19,23,31,30,ms
:core:ui:compileDemoDebugKotlin,Start gradle worker,1215.38,1036.4,107,173,4086,4561,ms
:core:ui:compileDemoDebugKotlin,Run compilation in Gradle worker,4413.22,4365.42,4455,4314,4885,4900,ms
:core:ui:compileDemoDebugKotlin,Compiler IR generation,860.58,828.74,832,821,1093,1047,ms
:core:ui:compileDemoDebugKotlin,Spent time before task action,9437.2,7614.78,7345,7442,12904,13191,ms
:core:ui:compileDemoDebugKotlin,Connect to Kotlin daemon,17.34,15.6,15,14,30,25,ms
:core:ui:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,92.6,95.9,73,95,178,127,ms
:core:ui:compileDemoDebugKotlin,Update caches,11.68,12.78,11,13,18,19,ms
:core:ui:compileDemoDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Size of classpath snapshot,7.8,7.8,8,8,8,8,MB
:core:ui:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,4,4,5,5,5,5,
:core:ui:compileDemoDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Code generation lines per second,854,885,868,886,997,1035,
:core:ui:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,54,54,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileDemoDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileDemoDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileDemoDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileDemoDebugKotlin,Analysis lines per second,841,859,834,870,1008,1018,
:core:ui:compileDemoDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Clear output,2.67,,3,,4,,ms
:core:ui:compileDemoDebugKotlin,Clear jar cache,2.21,2.71,2,2,5,5,ms
:core:ui:compileDemoDebugKotlin,Write history file,3.0,2.5,3,3,3,4,ms
:core:ui:compileProdDebugKotlin,Sources compilation round,2478.12,2498.38,2451,2470,2894,2907,ms
:core:ui:compileProdDebugKotlin,Compiler code analysis,859.02,896.94,852,853,1012,1143,ms
:core:ui:compileProdDebugKotlin,Compiler IR lowering,306.7,304.22,289,285,421,405,ms
