Category,Metric,varianta_9.4.1 Mean,variantb_9.5.0 Mean,varianta_9.4.1 P50,variantb_9.5.0 P50,varianta_9.4.1 P90,variantb_9.5.0 P90,Unit
Task Path,:core:contact:kspDebugKotlin,2853,2987,2858,3002,3284,3519,ms
Task Path,:core:checkout-contact:compileDebugKotlin,7044,7486,6996,7472,8144,8269,ms
Task Path,:core:comment:compileDebugKotlin,7041,7403,7010,7434,7951,8177,ms
Task Path,:core:comment-contact:compileDebugKotlin,5279,5539,5297,5621,5933,6223,ms
Task Path,:core:contact-contact:kspDebugKotlin,2950,3054,2928,2983,3743,3735,ms
Task Path,:core:contact:compileDebugKotlin,5096,5322,5130,5186,5744,6045,ms
Task Path,:core:document:kspDebugKotlin,2838,3118,2731,3047,3567,3646,ms
Task Path,:core:feed:kspDebugKotlin,2969,3001,2918,2959,3535,3578,ms
Task Path,:core:event:kspDebugKotlin,4199,4330,4245,4317,5009,5087,ms
Task Path,:core:contact-contact:compileDebugKotlin,5278,5305,5250,5211,6304,6342,ms
Task Path,:core:document:compileDebugKotlin,5412,5564,5337,5401,6421,6804,ms
Task Path,:core:feed:compileDebugKotlin,3530,3623,3581,3655,4092,4430,ms
Task Path,:core:event:compileDebugKotlin,4628,4732,4632,4787,5245,5598,ms
Task Path,:core:feed-contact:kspDebugKotlin,2686,2736,2745,2743,3350,3608,ms
Task Path,:core:file:kspDebugKotlin,2630,2854,2756,2806,3077,3456,ms
Task Path,:core:gallery:kspDebugKotlin,2628,2807,2637,2754,3177,3348,ms
Task Path,:core:feed-contact:compileDebugKotlin,3927,3920,4093,3840,4513,4388,ms
Task Path,:core:forecast:kspDebugKotlin,3725,3778,3852,3700,4347,4537,ms
Task Path,:core:file:compileDebugKotlin,4533,4647,4385,4650,5645,5427,ms
Task Path,:core:group:kspDebugKotlin,2510,2600,2536,2553,3060,3375,ms
Task Path,:core:gallery:compileDebugKotlin,3727,3882,3674,3780,4466,4623,ms
Task Path,:core:forecast:compileDebugKotlin,4057,4264,3929,4248,4899,5125,ms
Task Path,:core:group:compileDebugKotlin,3371,3413,3200,3404,4035,4099,ms
Task Path,:core:identity:kspDebugKotlin,2404,2522,2466,2444,2889,3396,ms
Task Path,:core:identity-contact:kspDebugKotlin,2399,2328,2456,2298,2817,2688,ms
Task Path,:core:list:kspDebugKotlin,2384,2322,2228,2240,2875,2918,ms
Task Path,:core:location:kspDebugKotlin,2466,2467,2434,2406,3131,3110,ms
Task Path,:core:identity:compileDebugKotlin,3503,3634,3594,3559,4234,4374,ms
Task Path,:core:identity-contact:compileDebugKotlin,3758,3598,3688,3474,4838,4352,ms
Task Path,:core:list:compileDebugKotlin,3216,3130,3153,3083,3738,3758,ms
Task Path,:core:location:compileDebugKotlin,4596,4464,4655,4523,5332,5107,ms
Task Path,:core:log:kspDebugKotlin,3296,3226,3234,3157,3966,4166,ms
Task Path,:core:login:kspDebugKotlin,2442,2360,2396,2404,2905,3061,ms
Task Path,:core:login-contact:kspDebugKotlin,2588,2643,2625,2604,3117,3086,ms
Task Path,:core:map:kspDebugKotlin,2551,2541,2495,2525,3263,3222,ms
Task Path,:core:login:compileDebugKotlin,3502,3597,3411,3561,4159,4400,ms
Task Path,:core:log:compileDebugKotlin,4898,4845,5085,4833,5563,5775,ms
Task Path,:core:map:compileDebugKotlin,4230,4083,4189,4140,5176,4699,ms
Task Path,:core:login-contact:compileDebugKotlin,4758,4673,4672,4552,5540,5535,ms
Task Path,:core:message:kspDebugKotlin,2526,2428,2492,2469,2927,2894,ms
Task Path,:core:media:kspDebugKotlin,2630,2503,2580,2475,3099,3094,ms
Task Path,:core:metric:kspDebugKotlin,2542,2504,2510,2440,3028,2929,ms
Task Path,:core:message:compileDebugKotlin,3467,3330,3458,3304,4098,3894,ms
Task Path,:core:network:kspDebugKotlin,2473,2527,2462,2472,2920,3005,ms
Task Path,:core:media:compileDebugKotlin,4609,4434,4553,4333,5335,5325,ms
Task Path,:core:news:kspDebugKotlin,2358,2423,2306,2449,2860,2829,ms
Task Path,:core:metric:compileDebugKotlin,3561,3438,3665,3377,4189,3867,ms
Task Path,:core:network:compileDebugKotlin,4363,4239,4387,4194,5236,4997,ms
Task Path,:core:news:compileDebugKotlin,4551,4783,4520,4731,5081,5629,ms
Task Path,:core:notification:kspDebugKotlin,2285,2299,2275,2259,2583,2732,ms
Task Path,:core:note:kspDebugKotlin,3023,3096,2994,3026,3695,3817,ms
Task Path,:core:photo:kspDebugKotlin,2930,3082,2910,3047,3719,3785,ms
Task Path,:core:playlist:kspDebugKotlin,2057,2019,2052,1939,2483,2741,ms
Task Path,:core:notification:compileDebugKotlin,3473,3653,3437,3762,4079,4167,ms
Task Path,:core:note:compileDebugKotlin,3750,3921,3698,3885,4385,4673,ms
Task Path,:core:photo:compileDebugKotlin,3534,3670,3629,3706,4283,4344,ms
Task Path,:core:playlist:compileDebugKotlin,2951,2822,2847,2818,3706,3515,ms
Task Path,:core:podcast:kspDebugKotlin,2203,2071,2193,1958,2773,2709,ms
Task Path,:core:post:kspDebugKotlin,2308,2167,2266,2120,3010,2731,ms
Task Path,:core:profile:kspDebugKotlin,2339,2417,2344,2354,2809,2947,ms
Task Path,:core:post-contact:kspDebugKotlin,2978,2914,2978,2970,3517,3470,ms
Task Path,:core:podcast:compileDebugKotlin,3280,3216,3257,3160,4165,4062,ms
Task Path,:core:post-contact:compileDebugKotlin,3149,3290,3177,3236,3757,4079,ms
Task Path,:core:profile:compileDebugKotlin,4127,4317,4144,4145,4895,5332,ms
Task Path,:core:post:compileDebugKotlin,4318,4464,4276,4523,5088,5205,ms
Task Path,:core:profile-contact:kspDebugKotlin,2152,2198,2096,2128,2634,2761,ms
Task Path,:core:push:kspDebugKotlin,2011,2142,1998,2123,2387,2707,ms
Task Path,:core:push-contact:kspDebugKotlin,2556,2885,2618,2774,3002,3489,ms
Task Path,:core:report:kspDebugKotlin,2231,2347,2264,2376,2688,2870,ms
Task Path,:core:profile-contact:compileDebugKotlin,2967,3289,2987,3295,3373,3825,ms
Task Path,:core:push:compileDebugKotlin,2877,3162,2821,3175,3349,3783,ms
Task Path,:core:push-contact:compileDebugKotlin,3462,3723,3442,3656,4357,4346,ms
Task Path,:core:search:kspDebugKotlin,2229,2281,2302,2223,2630,2762,ms
Task Path,:core:report:compileDebugKotlin,3858,4056,3862,3981,4434,4900,ms
Task Path,:core:session:kspDebugKotlin,2197,2281,2172,2312,2791,2682,ms
Task Path,:core:search:compileDebugKotlin,2793,2799,2854,2734,3344,3290,ms
Task Path,:core:setting:kspDebugKotlin,2810,3061,2811,2968,3519,4080,ms
Task Path,:core:share:kspDebugKotlin,2282,2321,2257,2316,2780,2922,ms
Task Path,:core:session:compileDebugKotlin,3738,3883,3664,3908,4242,4641,ms
Task Path,:core:status:kspDebugKotlin,2215,2274,2271,2271,2624,2830,ms
Task Path,:core:share:compileDebugKotlin,3656,3593,3654,3565,4267,4439,ms
Task Path,:core:setting:compileDebugKotlin,3995,3891,3931,3811,4779,4577,ms
Task Path,:core:sync:kspDebugKotlin,2891,2860,2796,2829,3490,3558,ms
Task Path,:core:status:compileDebugKotlin,3874,3857,3961,3691,4460,4666,ms
Task Path,:core:task:kspDebugKotlin,2076,2193,2055,2158,2627,2702,ms
Task Path,:core:sync:compileDebugKotlin,2900,2892,2866,2854,3549,3474,ms
Task Path,:core:timer:kspDebugKotlin,2057,2006,1985,1959,2578,2563,ms
Task Path,:core:todo:kspDebugKotlin,2170,2166,2101,2137,2818,2680,ms
Task Path,:core:user:kspDebugKotlin,2034,2033,2030,1976,2501,2517,ms
Task Path,:core:task:compileDebugKotlin,2640,2725,2717,2701,3092,3266,ms
Task Path,:core:timer:compileDebugKotlin,2988,2996,2952,2871,3680,3776,ms
Task Path,:core:todo:compileDebugKotlin,3622,3740,3489,3709,4459,4282,ms
Task Path,:core:user:compileDebugKotlin,3317,3271,3358,3345,4054,3876,ms
Task Path,:core:user-contact:kspDebugKotlin,2005,2167,2005,2088,2513,2754,ms
Task Path,:core:video:kspDebugKotlin,1958,2142,1879,2115,2552,2716,ms
Task Path,:core:weather:kspDebugKotlin,1937,1983,1890,1973,2768,2493,ms
Task Path,:core:user-contact:compileDebugKotlin,3155,3266,3125,3201,3801,3942,ms
Task Path,:core:video:compileDebugKotlin,3747,3667,3782,3516,4607,4436,ms
Task Path,:core:weather:compileDebugKotlin,2697,2767,2549,2675,3555,3445,ms
Task Path,:feature:article-contact:kspDebugKotlin,2112,2030,2107,1978,2589,2477,ms
Task Path,:feature:alarm-contact:kspDebugKotlin,2511,2646,2599,2600,2971,3242,ms
Task Path,:feature:audio-contact:kspDebugKotlin,1884,2003,1853,1920,2491,2690,ms
Task Path,:feature:account-contact:kspDebugKotlin,2507,2593,2601,2623,3040,3069,ms
Task Path,:feature:account-login:kspDebugKotlin,1951,2029,1929,2056,2454,2380,ms
Task Path,:feature:alarm-contact:compileDebugKotlin,2724,2803,2638,2748,3398,3388,ms
Task Path,:feature:article-contact:compileDebugKotlin,3343,3560,3293,3568,4134,4383,ms
Task Path,:feature:account-contact:compileDebugKotlin,2431,2656,2388,2721,3015,3300,ms
Task Path,:feature:account-login:compileDebugKotlin,2636,2910,2622,2937,3318,3605,ms
Task Path,:feature:calendar-contact:kspDebugKotlin,1693,1669,1684,1686,2173,2027,ms
Task Path,:feature:cart-login:kspDebugKotlin,1978,2008,1977,2004,2373,2555,ms
Task Path,:feature:audio-contact:compileDebugKotlin,2945,2903,3051,2942,3280,3335,ms
Task Path,:feature:contact-login:kspDebugKotlin,2574,2643,2529,2569,3177,3192,ms
Task Path,:feature:cart-login:compileDebugKotlin,2321,2416,2357,2421,2674,2957,ms
Task Path,:feature:calendar-contact:compileDebugKotlin,2450,2452,2467,2448,2954,2961,ms
Task Path,:feature:document-contact:kspDebugKotlin,1870,1952,1898,1922,2269,2346,ms
Task Path,:feature:contact-login:compileDebugKotlin,2569,2628,2556,2600,3193,3180,ms
Task Path,:feature:document-contact:compileDebugKotlin,2452,2422,2347,2483,3050,2895,ms
Task Path,:feature:event-contact:kspDebugKotlin,1916,1872,1931,1929,2339,2449,ms
Task Path,:feature:feed-login:kspDebugKotlin,1793,1831,1732,1776,2268,2339,ms
Task Path,:feature:forecast-contact:kspDebugKotlin,1789,2009,1758,2048,2166,2510,ms
Task Path,:feature:feed-login:compileDebugKotlin,2434,2571,2395,2575,3141,3035,ms
Task Path,:feature:gallery-contact:kspDebugKotlin,2283,2356,2270,2329,2923,2814,ms
Task Path,:feature:event-contact:compileDebugKotlin,3233,3404,3201,3314,3848,4210,ms
Task Path,:feature:forecast-contact:compileDebugKotlin,2803,2917,2750,2874,3253,3498,ms
Task Path,:feature:gallery-contact:compileDebugKotlin,2553,2597,2523,2540,3024,2989,ms
Task Path,:feature:group-contact:kspDebugKotlin,1792,1893,1842,1903,2170,2329,ms
Task Path,:feature:list-contact:kspDebugKotlin,1827,1904,1820,1872,2220,2328,ms
Task Path,:feature:location-contact:kspDebugKotlin,1823,1968,1826,1947,2223,2384,ms
Task Path,:feature:log-contact:kspDebugKotlin,1795,1911,1717,1878,2462,2338,ms
Task Path,:feature:list-contact:compileDebugKotlin,3022,3060,3001,3059,3562,3700,ms
Task Path,:feature:group-contact:compileDebugKotlin,3039,3314,3057,3267,3618,3817,ms
Task Path,:feature:location-contact:compileDebugKotlin,2833,2816,2883,2728,3270,3232,ms
Task Path,:feature:log-contact:compileDebugKotlin,2493,2597,2477,2600,2936,3290,ms
Task Path,:feature:media-contact:kspDebugKotlin,1747,1759,1666,1711,2290,2225,ms
Task Path,:feature:message-contact:kspDebugKotlin,1653,1659,1599,1640,2096,2042,ms
Task Path,:feature:network-login:kspDebugKotlin,1631,1710,1596,1664,2168,2119,ms
Task Path,:feature:message-login:kspDebugKotlin,1725,1673,1693,1603,2073,2167,ms
Task Path,:feature:media-contact:compileDebugKotlin,2118,2072,2184,2015,2476,2564,ms
Task Path,:feature:network-login:compileDebugKotlin,2057,2122,2004,2121,2493,2716,ms
Task Path,:feature:message-login:compileDebugKotlin,2151,2244,2090,2235,2667,2620,ms
Task Path,:feature:message-contact:compileDebugKotlin,2893,3045,2897,2978,3497,4019,ms
Task Path,:feature:photo-contact:kspDebugKotlin,1556,1655,1552,1561,1959,2133,ms
Task Path,:feature:podcast-contact:kspDebugKotlin,1724,1768,1676,1744,2162,2288,ms
Task Path,:feature:post-login:kspDebugKotlin,1623,1592,1679,1560,1995,2093,ms
Task Path,:feature:report-contact:kspDebugKotlin,1630,1653,1636,1639,2044,2040,ms
Task Path,:feature:photo-contact:compileDebugKotlin,2621,2574,2555,2522,3261,3032,ms
Task Path,:feature:podcast-contact:compileDebugKotlin,2852,2764,2827,2790,3660,3149,ms
Task Path,:feature:post-login:compileDebugKotlin,2537,2540,2467,2567,3182,2943,ms
Task Path,:feature:report-contact:compileDebugKotlin,2530,2471,2438,2503,3231,2836,ms
Task Path,:feature:search-contact:kspDebugKotlin,1677,1776,1629,1815,2201,2210,ms
Task Path,:feature:search-login:kspDebugKotlin,2057,2182,2126,2204,2400,2565,ms
Task Path,:feature:setting-login:kspDebugKotlin,1743,1762,1648,1738,2349,2128,ms
Task Path,:feature:session-login:kspDebugKotlin,2264,2329,2261,2245,2717,2830,ms
Task Path,:feature:search-contact:compileDebugKotlin,2954,3130,2972,3077,3476,3770,ms
Task Path,:feature:search-login:compileDebugKotlin,2133,2103,2107,2039,2550,2610,ms
Task Path,:feature:share-contact:kspDebugKotlin,2206,2115,2072,2174,2953,2690,ms
Task Path,:feature:session-login:compileDebugKotlin,2641,2717,2562,2724,3234,3290,ms
Task Path,:feature:setting-login:compileDebugKotlin,3124,3102,3085,3007,3964,3556,ms
Task Path,:feature:status-contact:kspDebugKotlin,2109,2042,2099,1984,2895,2626,ms
Task Path,:feature:share-contact:compileDebugKotlin,2343,2192,2317,2190,2809,2569,ms
Task Path,:feature:task-contact:kspDebugKotlin,1666,1686,1685,1615,1996,2183,ms
Task Path,:feature:status-contact:compileDebugKotlin,1967,1926,1909,1797,2732,2529,ms
Task Path,:feature:timer-contact:kspDebugKotlin,1654,1732,1626,1707,2246,2106,ms
Task Path,:feature:timer-contact:compileDebugKotlin,1973,2061,1879,2059,2543,2416,ms
Task Path,:feature:user-login:kspDebugKotlin,2023,2130,1973,2095,2473,2545,ms
Task Path,:feature:task-contact:compileDebugKotlin,2876,3140,2817,3093,3538,3852,ms
Task Path,:feature:analytics-contact:kspDebugKotlin,1805,1781,1832,1781,2171,2329,ms
Task Path,:feature:user-login:compileDebugKotlin,1991,2042,1892,2041,2468,2501,ms
Task Path,:feature:analytics-contact:compileDebugKotlin,2119,2095,2168,2067,2533,2618,ms
Task Path,:feature:checkout-login:kspDebugKotlin,1672,1714,1685,1658,1992,2115,ms
Task Path,:feature:comment-login:kspDebugKotlin,1865,1874,1877,1833,2167,2344,ms
Task Path,:domain:account-identity:kspDebugKotlin,2063,2122,2035,2168,2422,2534,ms
Task Path,:feature:location-login:kspDebugKotlin,1730,1743,1760,1729,2198,2275,ms
Task Path,:feature:checkout-login:compileDebugKotlin,2325,2324,2322,2274,2858,2838,ms
Task Path,:feature:comment-login:compileDebugKotlin,2848,2978,2802,2900,3338,3539,ms
Task Path,:feature:location-login:compileDebugKotlin,2467,2605,2432,2723,3054,3040,ms
Task Path,:domain:account-identity:compileDebugKotlin,3244,3380,3202,3352,4020,3924,ms
Task Path,:feature:map-contact:kspDebugKotlin,1629,1641,1609,1562,2137,2283,ms
Task Path,:feature:network-contact:kspDebugKotlin,1598,1742,1570,1695,2212,2243,ms
Task Path,:feature:note-contact:kspDebugKotlin,1693,1681,1671,1663,2127,1996,ms
Task Path,:feature:notification-login:kspDebugKotlin,1446,1542,1506,1498,1751,2020,ms
Task Path,:feature:map-contact:compileDebugKotlin,2314,2454,2375,2428,2655,2930,ms
Task Path,:feature:network-contact:compileDebugKotlin,2850,3095,2827,3147,3343,3686,ms
Task Path,:feature:notification-login:compileDebugKotlin,1960,2054,1945,2027,2402,2444,ms
Task Path,:feature:note-contact:compileDebugKotlin,2599,2711,2646,2737,3121,3109,ms
Task Path,:feature:playlist-contact:kspDebugKotlin,1486,1443,1495,1463,1841,1722,ms
Task Path,:feature:profile-login:kspDebugKotlin,1447,1425,1457,1343,1815,1848,ms
Task Path,:feature:session-contact:kspDebugKotlin,1455,1502,1467,1499,1820,1927,ms
Task Path,:feature:share-login:kspDebugKotlin,1560,1668,1559,1670,1993,2143,ms
Task Path,:feature:profile-login:compileDebugKotlin,2353,2412,2302,2440,3067,2932,ms
Task Path,:feature:playlist-contact:compileDebugKotlin,2597,2624,2627,2618,3083,3112,ms
Task Path,:feature:session-contact:compileDebugKotlin,2793,2814,2718,2649,3361,3406,ms
Task Path,:feature:share-login:compileDebugKotlin,2686,2820,2563,2742,3112,3381,ms
Task Path,:feature:todo-contact:kspDebugKotlin,1932,2038,1899,2026,2336,2476,ms
Task Path,:feature:file-contact:kspDebugKotlin,1564,1587,1573,1559,1975,1981,ms
Task Path,:feature:identity-login:kspDebugKotlin,1763,1677,1694,1724,2263,2047,ms
Task Path,:feature:group-login:kspDebugKotlin,2084,2053,2043,1985,2738,2461,ms
Task Path,:feature:todo-contact:compileDebugKotlin,2257,2489,2132,2436,3042,3134,ms
Task Path,:feature:file-contact:compileDebugKotlin,2007,1990,2043,1974,2571,2478,ms
Task Path,:feature:group-login:compileDebugKotlin,2352,2330,2325,2236,2857,3026,ms
Task Path,:feature:identity-login:compileDebugKotlin,2841,2880,2866,2822,3458,3454,ms
Task Path,:domain:alarm-identity:kspDebugKotlin,1661,1624,1622,1635,2153,1979,ms
Task Path,:feature:login-login:kspDebugKotlin,1573,1539,1604,1481,1938,2072,ms
Task Path,:domain:alarm-identity:compileDebugKotlin,2362,2353,2355,2351,2818,2811,ms
Task Path,:feature:metric-contact:kspDebugKotlin,1537,1560,1519,1450,1874,2149,ms
Task Path,:feature:news-contact:kspDebugKotlin,1785,1886,1737,1829,2205,2295,ms
Task Path,:feature:notification-contact:kspDebugKotlin,1460,1560,1413,1611,1926,1881,ms
Task Path,:feature:metric-contact:compileDebugKotlin,1854,1760,1814,1694,2212,2226,ms
Task Path,:feature:login-login:compileDebugKotlin,2683,2831,2753,2762,3239,3598,ms
Task Path,:feature:news-contact:compileDebugKotlin,2022,2158,1936,2030,2529,2754,ms
Task Path,:feature:notification-contact:compileDebugKotlin,2186,2389,2204,2302,2600,2953,ms
Task Path,:feature:push-login:kspDebugKotlin,1417,1473,1420,1422,1783,1841,ms
Task Path,:feature:setting-contact:kspDebugKotlin,1334,1449,1326,1459,1605,1797,ms
Task Path,:feature:sync-contact:kspDebugKotlin,1374,1422,1369,1415,1852,1807,ms
Task Path,:feature:sync-login:kspDebugKotlin,1338,1313,1339,1256,1650,1830,ms
Task Path,:feature:push-login:compileDebugKotlin,2014,2208,2021,2168,2403,2719,ms
Task Path,:feature:setting-contact:compileDebugKotlin,1780,1807,1700,1736,2113,2323,ms
