Category,Metric,varianta_baseline Mean,variantb_gradle-9.5.1 Mean,varianta_baseline P50,variantb_gradle-9.5.1 P50,varianta_baseline P90,variantb_gradle-9.5.1 P90,Unit
Task Type,com.android.build.gradle.internal.tasks.AppMetadataTask,4,4,4,4,7,9,ms
Task Type,com.android.build.gradle.internal.tasks.SigningConfigVersionsWriterTask,20,20,21,21,24,26,ms
Task Type,com.android.build.gradle.internal.tasks.StripDebugSymbolsTask,9,7,1,1,1,1,ms
Task Type,com.android.build.gradle.tasks.ExtractAnnotations,10,12,9,8,14,13,ms
Task Type,com.android.build.gradle.internal.tasks.MergeFileTask,2,2,2,2,3,3,ms
Task Type,com.android.build.gradle.internal.tasks.MergeConsumerProguardFilesTask,1,1,2,2,3,2,ms
Task Type,com.android.build.gradle.tasks.ProcessLibraryArtProfileTask,1,1,2,1,2,2,ms
Task Type,com.android.build.gradle.internal.tasks.PrepareLintJarForPublish,2,4,2,2,4,3,ms
Task Type,com.android.build.gradle.internal.tasks.LibraryAarJarsTask,17,16,15,15,22,22,ms
Task Type,com.android.build.gradle.tasks.BundleAar,7,7,7,6,10,9,ms
Task Type,org.gradle.api.Task,0,0,0,0,0,0,ms
Task Type,com.android.build.gradle.tasks.PackageApplication,859,889,830,857,1145,1252,ms
Task Type,com.android.build.gradle.internal.tasks.ListingFileRedirectTask,3,4,4,3,6,8,ms
Task Path,:build-logic:convention:compileKotlin,8270,8005,8199,8165,9203,8562,ms
Task Path,:app:app:parseDebugLocalResources,2043,1401,1385,1105,4579,4112,ms
Task Path,:core:contact:kspDebugKotlin,7085,6717,7039,6916,7355,7299,ms
Task Path,:core:cart:kspDebugKotlin,8038,7733,8111,7945,8480,8250,ms
Task Path,:core:comment:kspDebugKotlin,7584,7193,7621,7410,7912,7880,ms
Task Path,:core:checkout:kspDebugKotlin,7882,7433,7850,7598,8271,8101,ms
Task Path,:core:contact:compileDebugKotlin,8347,8126,8205,8332,9345,9008,ms
Task Path,:core:comment:compileDebugKotlin,8261,7926,8144,8102,8888,8720,ms
Task Path,:core:cart:compileDebugKotlin,8705,8314,8737,8299,9473,9265,ms
Task Path,:core:checkout:compileDebugKotlin,8314,7985,8220,8161,8911,8758,ms
Task Path,:core:feed:kspDebugKotlin,2660,2629,2641,2595,3106,3284,ms
Task Path,:core:identity:kspDebugKotlin,3662,3860,3731,3702,4252,4458,ms
Task Path,:core:group:kspDebugKotlin,3701,3810,3693,3824,4327,4448,ms
Task Path,:core:location:kspDebugKotlin,3801,3768,3856,3770,4266,4379,ms
Task Path,:core:feed:compileDebugKotlin,6490,6181,6422,6343,7405,7055,ms
Task Path,:core:login:kspDebugKotlin,2821,2824,2861,2812,3354,3682,ms
Task Path,:core:group:compileDebugKotlin,5854,5452,5721,5333,6976,6296,ms
Task Path,:core:location:compileDebugKotlin,5579,5045,5697,5021,6246,5591,ms
Task Path,:core:identity:compileDebugKotlin,5881,5348,5758,5466,6786,5821,ms
Task Path,:core:login:compileDebugKotlin,5282,5332,5291,5195,5682,6618,ms
Task Path,:core:message:kspDebugKotlin,3432,3383,3483,3507,4177,4625,ms
Task Path,:core:network:kspDebugKotlin,3503,3291,3319,3312,4284,4683,ms
Task Path,:core:notification:kspDebugKotlin,3377,3259,3278,3193,4113,4101,ms
Task Path,:core:post:kspDebugKotlin,2899,2775,2880,2888,3210,3051,ms
Task Path,:core:message:compileDebugKotlin,4796,4775,4762,4884,5561,5285,ms
Task Path,:core:network:compileDebugKotlin,4645,4709,4711,4703,5643,5334,ms
Task Path,:core:notification:compileDebugKotlin,4771,4798,4638,4721,5465,5458,ms
Task Path,:core:post:compileDebugKotlin,4857,4422,4828,4491,5314,5419,ms
Task Path,:core:profile:kspDebugKotlin,3477,2996,3534,2939,4129,3675,ms
Task Path,:core:push:kspDebugKotlin,3192,2837,3213,3062,4077,3318,ms
Task Path,:core:search:kspDebugKotlin,3270,2963,3225,3062,3741,3417,ms
Task Path,:core:setting:kspDebugKotlin,3613,3530,3652,3522,4415,4304,ms
Task Path,:core:profile:compileDebugKotlin,4991,4908,4983,4979,5942,5983,ms
Task Path,:core:push:compileDebugKotlin,4771,4901,4695,4999,5614,5673,ms
Task Path,:core:search:compileDebugKotlin,4604,4711,4518,4734,5230,5433,ms
Task Path,:core:setting:compileDebugKotlin,4192,3854,4242,3801,4682,5088,ms
Task Path,:core:share:kspDebugKotlin,2742,2885,2780,2805,3427,3725,ms
Task Path,:core:share:compileDebugKotlin,4192,4012,4219,4018,4772,4903,ms
Task Path,:core:user:kspDebugKotlin,2763,2785,2819,2775,3511,3759,ms
Task Path,:core:sync:kspDebugKotlin,3609,3806,3635,3858,4431,5163,ms
Task Path,:feature:forecast:kspDebugKotlin,3574,3266,3420,3190,4628,3740,ms
Task Path,:core:user:compileDebugKotlin,3794,3919,3931,4013,4383,4393,ms
Task Path,:core:sync:compileDebugKotlin,3657,3704,3694,3646,4282,4239,ms
Task Path,:feature:task:kspDebugKotlin,2438,2313,2469,2292,2871,3178,ms
Task Path,:feature:forecast:compileDebugKotlin,3584,3567,3351,3649,4255,4614,ms
Task Path,:feature:task:compileDebugKotlin,3471,3276,3430,3203,4382,4241,ms
Task Path,:feature:document:kspDebugKotlin,2749,2597,2673,2596,3601,3196,ms
Task Path,:feature:file:kspDebugKotlin,2771,2706,2844,2728,3694,3435,ms
Task Path,:feature:map:kspDebugKotlin,2726,2910,2673,2802,3825,3751,ms
Task Path,:feature:metric:kspDebugKotlin,2321,2424,2356,2369,2938,3028,ms
Task Path,:feature:file:compileDebugKotlin,3582,3512,3436,3533,4268,4139,ms
Task Path,:feature:document:compileDebugKotlin,3733,3602,3763,3631,4061,4259,ms
Task Path,:feature:map:compileDebugKotlin,3435,3279,3347,3275,4072,3815,ms
Task Path,:feature:metric:compileDebugKotlin,2849,3114,2865,3057,3550,4199,ms
Task Path,:feature:note:kspDebugKotlin,2841,3164,2979,3335,3186,4070,ms
Task Path,:feature:account:kspDebugKotlin,2291,2305,2329,2248,2721,3226,ms
Task Path,:feature:alarm:kspDebugKotlin,2381,2290,2461,2199,2820,3287,ms
Task Path,:feature:note:compileDebugKotlin,3502,3312,3463,3276,4380,4085,ms
Task Path,:feature:event:kspDebugKotlin,3122,3176,3104,3164,3932,4413,ms
Task Path,:feature:account:compileDebugKotlin,3115,3038,3050,3118,3796,3615,ms
Task Path,:feature:alarm:compileDebugKotlin,3146,2955,3052,3036,3878,4008,ms
Task Path,:domain:article:kspDebugKotlin,2123,2286,1985,2315,2951,3565,ms
Task Path,:feature:event:compileDebugKotlin,3217,3201,3290,3113,4179,3910,ms
Task Path,:feature:status:kspDebugKotlin,2356,2288,2347,2346,2984,2768,ms
Task Path,:domain:article:compileDebugKotlin,3232,3163,3252,3213,3593,3987,ms
Task Path,:feature:timer:kspDebugKotlin,2450,2204,2531,2154,2955,2939,ms
Task Path,:feature:todo:kspDebugKotlin,1955,2056,1801,2050,2655,2714,ms
Task Path,:feature:status:compileDebugKotlin,3494,3575,3446,3612,4224,4285,ms
Task Path,:feature:weather:kspDebugKotlin,2292,2064,2189,2034,3079,2642,ms
Task Path,:feature:timer:compileDebugKotlin,3174,3165,3010,3259,4111,3582,ms
Task Path,:feature:todo:compileDebugKotlin,3251,2959,3123,2964,4336,3685,ms
Task Path,:feature:weather:compileDebugKotlin,2963,3111,3009,3115,3899,3543,ms
Task Path,:feature:report:kspDebugKotlin,2367,2430,2131,2408,3534,3274,ms
Task Path,:feature:session:kspDebugKotlin,2240,2379,2015,2284,3447,3698,ms
Task Path,:domain:audio:kspDebugKotlin,2337,2357,2433,2433,2909,3026,ms
Task Path,:feature:report:compileDebugKotlin,3147,3012,3183,3020,3780,3839,ms
Task Path,:feature:calendar:kspDebugKotlin,2426,2212,2445,2145,2991,3047,ms
Task Path,:feature:session:compileDebugKotlin,3076,3112,3038,2914,3588,4062,ms
Task Path,:domain:audio:compileDebugKotlin,2932,2805,3075,2950,3378,3157,ms
Task Path,:feature:calendar:compileDebugKotlin,3064,2967,3093,2987,3500,3707,ms
Task Path,:feature:analytics:kspDebugKotlin,2486,2210,2446,2144,2914,2670,ms
Task Path,:domain:cart-contact:kspDebugKotlin,2969,2836,3095,2765,3320,3519,ms
Task Path,:feature:list:kspDebugKotlin,1990,2164,1949,2349,2506,2585,ms
Task Path,:domain:checkout-contact:kspDebugKotlin,2096,2179,2161,2241,2533,2839,ms
Task Path,:domain:comment-contact:kspDebugKotlin,2145,2252,2102,2184,2816,2971,ms
Task Path,:domain:cart-contact:compileDebugKotlin,2823,2636,2808,2545,3507,3202,ms
Task Path,:domain:checkout-contact:compileDebugKotlin,2837,2790,2840,2794,2966,3120,ms
Task Path,:feature:analytics:compileDebugKotlin,2956,2766,2879,2809,3591,3221,ms
Task Path,:domain:comment-contact:compileDebugKotlin,2906,2894,2879,2960,3337,3309,ms
Task Path,:feature:list:compileDebugKotlin,2699,2739,2673,2768,3335,3298,ms
Task Path,:domain:feed-contact:kspDebugKotlin,1978,2118,1865,2159,2462,2683,ms
Task Path,:feature:log:kspDebugKotlin,2806,2931,2651,2919,3599,3665,ms
Task Path,:domain:news:kspDebugKotlin,2251,2034,2189,1968,2814,3249,ms
Task Path,:domain:login-contact:kspDebugKotlin,2227,2209,2294,2251,2517,3241,ms
Task Path,:domain:feed-contact:compileDebugKotlin,2728,2697,2657,2654,3251,3343,ms
Task Path,:feature:log:compileDebugKotlin,2683,2718,2685,2562,3479,3405,ms
Task Path,:domain:news:compileDebugKotlin,2966,2717,2969,2731,3902,3119,ms
Task Path,:domain:login-contact:compileDebugKotlin,2747,2460,2716,2355,3544,3096,ms
Task Path,:domain:podcast:kspDebugKotlin,2013,1897,2004,1785,2571,2424,ms
Task Path,:domain:contact-contact:kspDebugKotlin,2081,2077,2241,2121,2570,2567,ms
Task Path,:domain:gallery:kspDebugKotlin,2024,2099,2100,2135,2563,2477,ms
Task Path,:domain:identity-contact:kspDebugKotlin,2040,2101,2029,2012,2736,2554,ms
Task Path,:domain:contact-contact:compileDebugKotlin,2517,2633,2471,2568,3292,3309,ms
Task Path,:domain:media:kspDebugKotlin,1864,1579,1829,1433,2286,2237,ms
Task Path,:domain:gallery:compileDebugKotlin,2677,2751,2644,2636,3179,3584,ms
Task Path,:domain:identity-contact:compileDebugKotlin,2654,2804,2538,2798,3332,3641,ms
Task Path,:domain:media:compileDebugKotlin,2942,2826,2964,2805,3358,3658,ms
Task Path,:domain:playlist:kspDebugKotlin,2037,1972,1953,1857,2632,2981,ms
Task Path,:domain:photo:kspDebugKotlin,2693,2566,2744,2671,3103,3650,ms
Task Path,:domain:podcast:compileDebugKotlin,2750,2850,2684,2944,3344,3552,ms
Task Path,:domain:playlist:compileDebugKotlin,2942,2580,3007,2502,3565,3319,ms
Task Path,:domain:photo:compileDebugKotlin,2755,2341,2915,2248,3414,2845,ms
Task Path,:domain:post-contact:kspDebugKotlin,2550,2637,2527,2589,3268,3481,ms
Task Path,:domain:profile-contact:kspDebugKotlin,2000,1885,1928,1859,2727,2898,ms
Task Path,:domain:post-contact:compileDebugKotlin,2613,2431,2692,2355,3229,2966,ms
Task Path,:domain:user-contact:kspDebugKotlin,2173,1872,2050,1924,2774,2459,ms
Task Path,:domain:profile-contact:compileDebugKotlin,2517,2504,2567,2589,2898,2903,ms
Task Path,:domain:push-contact:kspDebugKotlin,2773,2536,2664,2547,3752,3126,ms
Task Path,:domain:user-contact:compileDebugKotlin,2585,2494,2560,2540,3474,3074,ms
Task Path,:domain:video:kspDebugKotlin,2040,1868,1993,1790,2647,2656,ms
Task Path,:domain:push-contact:compileDebugKotlin,2551,2436,2530,2456,3600,2952,ms
Task Path,:repository:search-contact:kspDebugKotlin,1847,1774,1824,1696,2613,2449,ms
Task Path,:domain:video:compileDebugKotlin,2321,2300,2203,2301,3378,2930,ms
Task Path,:repository:report-contact:kspDebugKotlin,1804,1511,1658,1545,2795,2242,ms
Task Path,:repository:alarm-contact:kspDebugKotlin,2601,2395,2565,2331,3401,3034,ms
Task Path,:repository:search-contact:compileDebugKotlin,2325,2209,2388,2298,2640,2577,ms
Task Path,:repository:event-contact:kspDebugKotlin,1876,1782,1891,1719,2214,2576,ms
Task Path,:repository:report-contact:compileDebugKotlin,2322,2084,2363,2204,2811,2528,ms
Task Path,:repository:account-contact:kspDebugKotlin,2403,2309,2390,2312,3000,3046,ms
Task Path,:repository:alarm-contact:compileDebugKotlin,2277,2156,2260,2102,2689,2585,ms
Task Path,:repository:location-contact:kspDebugKotlin,1881,1773,1868,1746,2358,2321,ms
Task Path,:repository:event-contact:compileDebugKotlin,2387,2275,2375,2225,2783,2799,ms
Task Path,:repository:account-contact:compileDebugKotlin,2391,2206,2341,2097,2810,2708,ms
Task Path,:repository:log-contact:kspDebugKotlin,1500,1440,1425,1304,2052,2065,ms
Task Path,:repository:location-contact:compileDebugKotlin,2335,2186,2358,2158,2552,2773,ms
Task Path,:repository:message-contact:kspDebugKotlin,1688,1460,1583,1467,2306,1733,ms
Task Path,:repository:log-contact:compileDebugKotlin,2270,2193,2213,2236,3383,2525,ms
Task Path,:repository:metric-contact:kspDebugKotlin,1821,1643,1813,1618,2517,2048,ms
Task Path,:repository:notification-contact:kspDebugKotlin,1854,1728,1843,1710,2319,2080,ms
Task Path,:repository:message-contact:compileDebugKotlin,2377,2176,2345,2156,2878,2697,ms
Task Path,:repository:metric-contact:compileDebugKotlin,2297,2059,2239,2113,2813,2325,ms
Task Path,:repository:session-contact:kspDebugKotlin,1948,1764,1822,1814,2878,2358,ms
Task Path,:repository:notification-contact:compileDebugKotlin,2192,1996,2160,2008,2573,2498,ms
Task Path,:repository:share-contact:kspDebugKotlin,2375,2325,2366,2268,3092,3368,ms
Task Path,:repository:session-contact:compileDebugKotlin,2315,2156,2330,2172,3143,2574,ms
Task Path,:repository:status-contact:kspDebugKotlin,2229,2117,2239,2041,2737,2948,ms
Task Path,:repository:sync-contact:kspDebugKotlin,1879,1768,1847,1768,2350,2360,ms
Task Path,:repository:share-contact:compileDebugKotlin,2399,2108,2275,2166,3220,2478,ms
Task Path,:repository:analytics-contact:kspDebugKotlin,2050,1772,2140,1772,2588,2179,ms
Task Path,:repository:sync-contact:compileDebugKotlin,2568,2303,2480,2272,3245,2952,ms
Task Path,:repository:status-contact:compileDebugKotlin,2413,2352,2455,2283,3133,3321,ms
Task Path,:repository:analytics-contact:compileDebugKotlin,2321,2260,2298,2112,2716,3141,ms
Task Path,:model:article-contact:kspDebugKotlin,1748,1858,1773,1822,2393,2561,ms
Task Path,:repository:network-contact:kspDebugKotlin,1970,1752,1984,1722,2375,2181,ms
Task Path,:repository:task-contact:kspDebugKotlin,1781,1788,1818,1929,2307,2130,ms
Task Path,:repository:calendar-contact:kspDebugKotlin,1777,1700,1648,1731,2674,2231,ms
Task Path,:model:article-contact:compileDebugKotlin,2472,2452,2367,2439,3272,3230,ms
Task Path,:repository:network-contact:compileDebugKotlin,2426,2154,2376,2131,2994,2882,ms
Task Path,:repository:task-contact:compileDebugKotlin,2477,2411,2383,2433,3030,3331,ms
Task Path,:repository:calendar-contact:compileDebugKotlin,2261,1926,2118,1819,3120,2688,ms
Task Path,:model:audio-contact:kspDebugKotlin,1597,1408,1579,1442,2391,1824,ms
Task Path,:repository:group-contact:kspDebugKotlin,1862,1872,1725,1747,2738,2656,ms
Task Path,:model:contact-login:kspDebugKotlin,2331,2209,2305,2243,3190,2866,ms
Task Path,:repository:setting-contact:kspDebugKotlin,1689,1649,1705,1612,2016,2335,ms
Task Path,:model:audio-contact:compileDebugKotlin,2363,2133,2309,2131,3284,2984,ms
Task Path,:repository:group-contact:compileDebugKotlin,2370,1946,2266,1984,3032,2556,ms
Task Path,:repository:setting-contact:compileDebugKotlin,2213,1961,2135,1983,2853,2443,ms
Task Path,:model:contact-login:compileDebugKotlin,2228,2155,2231,2166,2573,2929,ms
Task Path,:model:list-contact:kspDebugKotlin,1607,1498,1539,1523,2571,2192,ms
Task Path,:model:document-contact:kspDebugKotlin,1688,1607,1534,1691,2210,2051,ms
Task Path,:model:forecast-contact:kspDebugKotlin,1700,1742,1705,1762,2169,2179,ms
Task Path,:model:file-contact:kspDebugKotlin,1707,1687,1750,1753,1951,1987,ms
Task Path,:model:gallery-contact:kspDebugKotlin,2022,2273,2006,2216,2525,3032,ms
Task Path,:model:document-contact:compileDebugKotlin,2375,2301,2414,2352,2811,2648,ms
Task Path,:model:forecast-contact:compileDebugKotlin,2329,2066,2330,1956,2696,2816,ms
Task Path,:model:file-contact:compileDebugKotlin,2212,2233,2283,2052,2699,2937,ms
Task Path,:model:gallery-contact:compileDebugKotlin,1991,1833,1932,1834,2560,2377,ms
Task Path,:model:list-contact:compileDebugKotlin,2198,2025,2193,2047,2705,2740,ms
Task Path,:model:map-contact:kspDebugKotlin,1625,1566,1610,1545,2520,1987,ms
Task Path,:model:media-contact:kspDebugKotlin,1874,1712,1759,1672,2489,2652,ms
Task Path,:model:note-contact:kspDebugKotlin,1647,1584,1744,1551,1935,2044,ms
Task Path,:model:map-contact:compileDebugKotlin,2160,1901,2152,1892,2386,2290,ms
Task Path,:model:news-contact:kspDebugKotlin,2068,2034,2070,2043,2548,2688,ms
Task Path,:model:media-contact:compileDebugKotlin,2001,2002,1972,2135,2419,2348,ms
Task Path,:model:photo-contact:kspDebugKotlin,1594,1413,1550,1354,1952,1955,ms
Task Path,:model:note-contact:compileDebugKotlin,2095,2088,1989,2085,2592,2664,ms
Task Path,:model:news-contact:compileDebugKotlin,1978,2058,1952,2163,2486,2603,ms
Task Path,:model:playlist-contact:kspDebugKotlin,1588,1496,1565,1458,2077,2087,ms
Task Path,:model:photo-contact:compileDebugKotlin,2075,2018,1980,1954,2691,2327,ms
Task Path,:model:playlist-contact:compileDebugKotlin,1984,1916,1967,1811,2518,2665,ms
Task Path,:model:push-login:kspDebugKotlin,1469,1630,1487,1607,1787,2010,ms
Task Path,:model:podcast-contact:kspDebugKotlin,1479,1519,1509,1581,1775,1776,ms
Task Path,:model:timer-contact:kspDebugKotlin,1484,1580,1450,1614,1814,2143,ms
Task Path,:model:push-login:compileDebugKotlin,2023,1950,1958,1894,2513,2562,ms
Task Path,:model:podcast-contact:compileDebugKotlin,2083,2269,2115,2354,2775,2812,ms
Task Path,:model:todo-contact:kspDebugKotlin,2104,2295,2059,2277,2848,3089,ms
Task Path,:model:timer-contact:compileDebugKotlin,1992,1973,2040,1995,2269,2549,ms
Task Path,:model:todo-contact:compileDebugKotlin,1980,2038,1832,1992,2998,2692,ms
Task Path,:model:video-contact:kspDebugKotlin,1521,1604,1544,1655,2006,1937,ms
Task Path,:model:weather-contact:kspDebugKotlin,1465,1729,1498,1806,1671,2187,ms
Task Path,:model:weather-contact:compileDebugKotlin,1971,1961,1842,2039,2759,2286,ms
Task Path,:model:video-contact:compileDebugKotlin,2051,1978,1951,2072,2911,2699,ms
Task Path,:app:app:kspDebugKotlin,3352,2878,3556,2781,3993,3581,ms
Task Path,:app:app:mergeDebugResources,4515,4528,4585,4652,5189,5467,ms
Task Path,:app:app:compileDebugKotlin,2768,2925,2602,2902,3705,3620,ms
Task Path,:app:app:hiltJavaCompileDebug,4070,3362,3382,3518,7247,3942,ms
Task Path,:app:app:processDebugResources,2239,1897,2252,1834,3162,2229,ms
Task Path,:app:app:mergeDebugJavaResource,2091,2026,2192,2013,2652,2370,ms
Task Path,:app:app:dexBuilderDebug,1275,1383,1310,1390,2010,1957,ms
Task Path,:app:app:mergeExtDexDebug,13369,13236,13413,13312,15030,15152,ms
Task Path,:app:app:mergeLibDexDebug,1074,1070,1055,1020,1476,1495,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,8.61,8.31,8.6,8.35,9.13,8.8,Gb
Build process cpu,Max,95.9,96.1,96.0,96.0,97,97,%
Build processes memory,Max,4.26,4.18,4.22,4.11,4.79,4.74,Gb
Build child processes cpu,Max,91.7,92.1,91.5,92.0,94,95,%
Build child processes memory,Max,3.29,3.06,3.32,3.09,3.51,3.22,Gb
