Category,Metric,varianta_baseline Mean,variantb_gradle-9.7.0 Mean,varianta_baseline P50,variantb_gradle-9.7.0 P50,varianta_baseline P90,variantb_gradle-9.7.0 P90,Unit
Task Path,:repository:log-contact:compileDebugKotlin,2505,2327,2443,2325,3095,2793,ms
Task Path,:model:audio-contact:kspDebugKotlin,1558,1539,1494,1528,2193,1977,ms
Task Path,:repository:setting-contact:compileDebugKotlin,2245,2203,2178,2157,2889,2707,ms
Task Path,:repository:search-contact:kspDebugKotlin,1728,1736,1736,1739,2295,2208,ms
Task Path,:repository:account-contact:kspDebugKotlin,2274,2148,2115,2079,3022,2790,ms
Task Path,:model:audio-contact:compileDebugKotlin,2281,2327,2271,2326,2906,2934,ms
Task Path,:model:contact-login:kspDebugKotlin,2073,2041,2118,2050,2463,2734,ms
Task Path,:repository:search-contact:compileDebugKotlin,2328,2296,2277,2236,2915,2756,ms
Task Path,:repository:account-contact:compileDebugKotlin,2314,2204,2228,2168,2966,2824,ms
Task Path,:repository:session-contact:kspDebugKotlin,1510,1535,1471,1431,1865,2168,ms
Task Path,:model:contact-login:compileDebugKotlin,2314,2297,2226,2168,3111,2905,ms
Task Path,:repository:event-contact:kspDebugKotlin,1591,1579,1557,1536,2154,2088,ms
Task Path,:repository:session-contact:compileDebugKotlin,2381,2269,2376,2084,3095,3181,ms
Task Path,:model:photo-contact:kspDebugKotlin,1790,1667,1713,1589,2370,2165,ms
Task Path,:repository:event-contact:compileDebugKotlin,2409,2236,2340,2233,2903,2998,ms
Task Path,:model:podcast-contact:kspDebugKotlin,1841,1705,1756,1620,2471,2362,ms
Task Path,:model:document-contact:kspDebugKotlin,1737,1569,1692,1597,2224,2131,ms
Task Path,:model:gallery-contact:kspDebugKotlin,2249,2132,2162,2048,2869,2956,ms
Task Path,:model:note-contact:kspDebugKotlin,1695,1644,1740,1647,2079,2050,ms
Task Path,:model:file-contact:kspDebugKotlin,1581,1607,1528,1484,2030,2145,ms
Task Path,:model:forecast-contact:kspDebugKotlin,1510,1582,1473,1517,1934,2089,ms
Task Path,:model:document-contact:compileDebugKotlin,2254,2362,2247,2328,3024,3160,ms
Task Path,:model:gallery-contact:compileDebugKotlin,2092,2215,2026,2180,2432,2839,ms
Task Path,:model:file-contact:compileDebugKotlin,2181,2264,2108,2292,2669,2867,ms
Task Path,:model:list-contact:kspDebugKotlin,1345,1306,1331,1292,1842,1743,ms
Task Path,:model:forecast-contact:compileDebugKotlin,2175,2138,2050,2157,2742,2607,ms
Task Path,:model:map-contact:kspDebugKotlin,1448,1419,1475,1338,1816,1977,ms
Task Path,:model:list-contact:compileDebugKotlin,2204,2058,2148,2092,2575,2806,ms
Task Path,:model:media-contact:kspDebugKotlin,1681,1609,1651,1508,2229,2220,ms
Task Path,:model:map-contact:compileDebugKotlin,2296,2247,2237,2133,2905,3052,ms
Task Path,:model:media-contact:compileDebugKotlin,2522,2297,2493,2299,3285,2991,ms
Task Path,:model:note-contact:compileDebugKotlin,2242,2035,2155,2020,2667,2656,ms
Task Path,:model:news-contact:kspDebugKotlin,2237,1999,2091,1985,2979,2565,ms
Task Path,:model:photo-contact:compileDebugKotlin,2197,2130,2055,2075,2918,2545,ms
Task Path,:model:playlist-contact:kspDebugKotlin,1505,1487,1447,1413,2099,1959,ms
Task Path,:model:news-contact:compileDebugKotlin,2302,2051,2311,2086,2825,2450,ms
Task Path,:model:podcast-contact:compileDebugKotlin,2018,2059,1917,1985,2430,2848,ms
Task Path,:model:push-login:kspDebugKotlin,1535,1651,1512,1611,1877,2124,ms
Task Path,:model:playlist-contact:compileDebugKotlin,1951,2162,1931,2133,2457,2866,ms
Task Path,:model:timer-contact:kspDebugKotlin,1549,1650,1520,1550,1991,2416,ms
Task Path,:model:push-login:compileDebugKotlin,1956,1991,1915,2015,2437,2478,ms
Task Path,:model:todo-contact:kspDebugKotlin,1861,1907,1813,1923,2398,2402,ms
Task Path,:model:video-contact:kspDebugKotlin,1607,1474,1494,1526,2242,1827,ms
Task Path,:model:timer-contact:compileDebugKotlin,1868,1856,1764,1837,2411,2375,ms
Task Path,:model:weather-contact:kspDebugKotlin,1724,1563,1724,1582,2299,1907,ms
Task Path,:model:todo-contact:compileDebugKotlin,2243,2128,2153,2090,3076,2871,ms
Task Path,:model:video-contact:compileDebugKotlin,2199,2034,2216,2004,2784,2767,ms
Task Path,:model:weather-contact:compileDebugKotlin,1884,1869,1762,1723,2784,2682,ms
Task Path,:app:app:generateDebugGlobalSynthetics,3223,3281,3262,3271,3779,4014,ms
Task Path,:app:app:kspDebugKotlin,3616,3149,3241,2871,5267,4711,ms
Task Path,:app:app:compileDebugKotlin,3879,3530,3965,3711,4534,4361,ms
Task Path,:app:app:mergeDebugJavaResource,2598,2727,2531,2720,3184,3325,ms
Task Path,:app:app:mergeExtDexDebug,18899,18183,18919,18248,19952,20244,ms
Task Path,:app:app:mergeLibDexDebug,1350,1180,1333,1161,1622,1473,ms
Task Path,:app:app:hiltJavaCompileDebug,4332,3813,4359,3935,4919,4651,ms
Task Path,:app:app:mergeDebugResources,3949,4009,3942,3961,4693,4672,ms
Task Path,:app:app:processDebugResources,1983,1865,1960,1864,2446,2341,ms
Task Path,:app:app:validateSigningDebug,1147,1170,1105,1117,1405,1630,ms
Task Path,:app:app:stripDebugDebugSymbols,1226,1317,1292,1398,1603,1944,ms
Task Path,:app:app:dexBuilderDebug,1657,1696,1725,1827,2021,2368,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,8.61,8.54,8.59,8.44,9.23,9.26,Gb
Build process cpu,Max,95.4,95.53333333333333,95.0,96.0,96,97,%
Build processes memory,Max,4.12,4.06,4.01,3.95,4.72,4.79,Gb
Build child processes cpu,Max,93.6,93.56666666666666,93.5,94.0,95,95,%
Build child processes memory,Max,3.38,3.37,3.34,3.35,3.68,3.69,Gb
