Category,Metric,varianta_baseline Mean,variantb_agp-9.3.1 Mean,varianta_baseline P50,variantb_agp-9.3.1 P50,varianta_baseline P90,variantb_agp-9.3.1 P90,Unit
Task Type,com.android.build.gradle.internal.tasks.ListingFileRedirectTask,3,4,3,3,8,9,ms
Task Path,:build-logic:convention:compileKotlin,8262,8398,8468,8667,8867,9041,ms
Task Path,:app:app:parseDebugLocalResources,2453,2008,1826,1500,5576,4474,ms
Task Path,:core:cart:kspDebugKotlin,8118,8285,8245,8488,9104,9236,ms
Task Path,:core:contact:kspDebugKotlin,7144,7362,7172,7584,8044,8285,ms
Task Path,:core:checkout:kspDebugKotlin,7949,8150,8196,8422,9023,8873,ms
Task Path,:core:comment:kspDebugKotlin,7653,7889,7858,8125,8599,8593,ms
Task Path,:core:contact:compileDebugKotlin,8346,8509,8582,8722,9298,9921,ms
Task Path,:core:comment:compileDebugKotlin,8281,8440,8450,8733,8975,9285,ms
Task Path,:core:cart:compileDebugKotlin,8797,8902,8934,9189,9692,9850,ms
Task Path,:core:checkout:compileDebugKotlin,8348,8496,8582,8790,9139,9360,ms
Task Path,:core:feed:kspDebugKotlin,2789,2763,2789,2654,3590,3479,ms
Task Path,:core:group:kspDebugKotlin,2705,2749,2654,2697,3503,3526,ms
Task Path,:core:identity:kspDebugKotlin,3053,3029,2899,2936,3772,3732,ms
Task Path,:core:location:kspDebugKotlin,2840,2981,2815,2948,3486,3743,ms
Task Path,:core:feed:compileDebugKotlin,5524,5591,5656,5603,6356,6742,ms
Task Path,:core:location:compileDebugKotlin,5190,5290,5299,5382,5801,5968,ms
Task Path,:core:identity:compileDebugKotlin,5296,5376,5580,5403,6076,6050,ms
Task Path,:core:group:compileDebugKotlin,5637,5754,5688,5865,6526,6833,ms
Task Path,:core:login:kspDebugKotlin,2220,2248,2179,2214,2748,2790,ms
Task Path,:core:message:kspDebugKotlin,2288,2431,2244,2325,2893,3320,ms
Task Path,:core:network:kspDebugKotlin,2374,2512,2318,2419,2845,3119,ms
Task Path,:core:notification:kspDebugKotlin,2607,2624,2497,2555,3130,3691,ms
Task Path,:core:login:compileDebugKotlin,4794,4829,4925,4702,5891,5835,ms
Task Path,:core:message:compileDebugKotlin,4594,4782,4719,4734,5602,5339,ms
Task Path,:core:network:compileDebugKotlin,4713,4873,4729,4798,5668,5698,ms
Task Path,:core:notification:compileDebugKotlin,4453,4697,4619,4802,5287,5524,ms
Task Path,:core:profile:kspDebugKotlin,2319,2584,2282,2533,2957,3325,ms
Task Path,:core:post:kspDebugKotlin,2095,2168,2034,2157,2603,2630,ms
Task Path,:core:push:kspDebugKotlin,2276,2563,2179,2496,2806,3350,ms
Task Path,:core:search:kspDebugKotlin,2638,2839,2549,2848,3406,3559,ms
Task Path,:core:push:compileDebugKotlin,4267,4429,4283,4663,5340,5270,ms
Task Path,:core:profile:compileDebugKotlin,4397,4474,4351,4637,5524,5412,ms
Task Path,:core:post:compileDebugKotlin,4580,4706,4510,4812,5693,5668,ms
Task Path,:core:search:compileDebugKotlin,4034,4149,4142,4240,4767,5078,ms
Task Path,:core:share:kspDebugKotlin,2178,2380,2152,2319,2632,3002,ms
Task Path,:core:user:kspDebugKotlin,2227,2376,2130,2255,2615,3335,ms
Task Path,:core:setting:kspDebugKotlin,2876,3069,2796,2992,3540,3821,ms
Task Path,:core:sync:kspDebugKotlin,3105,3399,3071,3293,3858,4379,ms
Task Path,:core:setting:compileDebugKotlin,4037,4221,4027,4307,5000,4985,ms
Task Path,:core:share:compileDebugKotlin,4489,4520,4429,4659,5615,5625,ms
Task Path,:core:user:compileDebugKotlin,4168,4392,4191,4433,5334,5268,ms
Task Path,:core:sync:compileDebugKotlin,3822,4157,3908,4370,4684,4889,ms
Task Path,:feature:calendar:kspDebugKotlin,2111,1977,2060,1920,2844,2536,ms
Task Path,:feature:document:kspDebugKotlin,2148,2153,2143,2097,2767,2588,ms
Task Path,:feature:file:kspDebugKotlin,2494,2454,2439,2372,3126,3037,ms
Task Path,:feature:event:kspDebugKotlin,3301,3191,3396,3140,3877,3920,ms
Task Path,:feature:calendar:compileDebugKotlin,3920,3959,3969,3917,4844,4806,ms
Task Path,:feature:file:compileDebugKotlin,3430,3315,3463,3382,4382,4214,ms
Task Path,:feature:document:compileDebugKotlin,3902,3899,3935,3903,4698,5343,ms
Task Path,:feature:event:compileDebugKotlin,3301,3504,3264,3412,4111,4399,ms
Task Path,:feature:list:kspDebugKotlin,1874,1936,1936,1821,2223,2485,ms
Task Path,:feature:map:kspDebugKotlin,2149,2226,2127,2116,2699,3225,ms
Task Path,:feature:metric:kspDebugKotlin,2245,2433,2249,2384,2787,3488,ms
Task Path,:feature:task:kspDebugKotlin,2456,2529,2391,2357,3063,3522,ms
Task Path,:feature:list:compileDebugKotlin,3549,3544,3603,3679,4518,4286,ms
Task Path,:feature:metric:compileDebugKotlin,3170,3115,3124,3097,3927,3827,ms
Task Path,:feature:map:compileDebugKotlin,3329,3465,3309,3378,3975,4259,ms
Task Path,:feature:task:compileDebugKotlin,3093,3158,2961,3208,3888,3768,ms
Task Path,:feature:todo:kspDebugKotlin,1918,2214,1872,2164,2479,2879,ms
Task Path,:feature:analytics:kspDebugKotlin,2126,2170,2064,2201,2746,2701,ms
Task Path,:feature:forecast:kspDebugKotlin,3385,3228,3377,3234,4211,4219,ms
Task Path,:feature:log:kspDebugKotlin,3358,3206,3317,3370,4079,3796,ms
Task Path,:feature:todo:compileDebugKotlin,3816,3326,3840,3458,4620,4345,ms
Task Path,:feature:analytics:compileDebugKotlin,3804,3477,3945,3462,4424,4187,ms
Task Path,:feature:log:compileDebugKotlin,3230,3102,3295,3149,3750,3941,ms
Task Path,:feature:forecast:compileDebugKotlin,3266,3125,3288,3188,3819,4149,ms
Task Path,:domain:article:kspDebugKotlin,1822,1860,1820,1747,2460,2557,ms
Task Path,:feature:note:kspDebugKotlin,2803,2805,2834,2900,3463,3923,ms
Task Path,:domain:article:compileDebugKotlin,3275,3430,3300,3429,4041,4265,ms
Task Path,:feature:session:kspDebugKotlin,2301,2310,2255,2346,2824,2947,ms
Task Path,:feature:timer:kspDebugKotlin,2502,2589,2453,2629,3299,3260,ms
Task Path,:feature:weather:kspDebugKotlin,2075,2104,1963,2016,2773,2612,ms
Task Path,:feature:note:compileDebugKotlin,3471,3502,3518,3664,4458,4163,ms
Task Path,:feature:timer:compileDebugKotlin,3375,3396,3393,3328,4207,4353,ms
Task Path,:feature:session:compileDebugKotlin,3606,3644,3690,3645,4264,4597,ms
Task Path,:feature:weather:compileDebugKotlin,3151,3082,3148,3065,3939,3896,ms
Task Path,:feature:account:kspDebugKotlin,2090,1995,2050,1989,2737,2482,ms
Task Path,:feature:alarm:kspDebugKotlin,2171,2193,2228,2212,2753,2662,ms
Task Path,:feature:report:kspDebugKotlin,2424,2422,2387,2413,3124,3172,ms
Task Path,:domain:audio:kspDebugKotlin,2183,2189,2122,2150,2892,2914,ms
Task Path,:feature:account:compileDebugKotlin,3034,2918,2913,2863,3892,3607,ms
Task Path,:feature:alarm:compileDebugKotlin,3067,3112,2979,3061,3962,3829,ms
Task Path,:feature:report:compileDebugKotlin,2843,2957,2876,2846,3672,3748,ms
Task Path,:domain:audio:compileDebugKotlin,2649,2910,2705,2898,3315,3607,ms
Task Path,:feature:status:kspDebugKotlin,2010,1963,1979,1894,2810,2734,ms
Task Path,:domain:checkout-contact:kspDebugKotlin,2051,2176,2095,2080,2643,2885,ms
Task Path,:domain:gallery:kspDebugKotlin,2177,2099,2180,2037,2763,2889,ms
Task Path,:domain:feed-contact:kspDebugKotlin,2259,2179,2285,2179,2822,3006,ms
Task Path,:feature:status:compileDebugKotlin,2966,2758,3106,2735,3619,3365,ms
Task Path,:domain:checkout-contact:compileDebugKotlin,2794,2803,2691,2744,3466,3678,ms
Task Path,:domain:gallery:compileDebugKotlin,2540,2750,2587,2877,3047,3526,ms
Task Path,:domain:feed-contact:compileDebugKotlin,2857,2630,2903,2599,3533,3288,ms
Task Path,:domain:comment-contact:kspDebugKotlin,1922,2024,1894,1962,2433,3025,ms
Task Path,:domain:cart-contact:kspDebugKotlin,2491,2849,2439,2725,3156,3758,ms
Task Path,:domain:contact-contact:kspDebugKotlin,1922,2165,1882,2101,2524,2895,ms
Task Path,:domain:identity-contact:kspDebugKotlin,1913,1929,1933,1780,2640,2533,ms
Task Path,:domain:cart-contact:compileDebugKotlin,2846,2827,2954,2972,3404,3281,ms
Task Path,:domain:contact-contact:compileDebugKotlin,2821,2692,2883,2727,3339,3279,ms
Task Path,:domain:comment-contact:compileDebugKotlin,2985,2943,3067,3031,3495,3749,ms
Task Path,:domain:identity-contact:compileDebugKotlin,2508,2468,2518,2357,3138,3064,ms
Task Path,:domain:login-contact:kspDebugKotlin,1641,1754,1494,1729,2497,2387,ms
Task Path,:domain:news:kspDebugKotlin,1657,1851,1573,1848,2228,2498,ms
Task Path,:domain:playlist:kspDebugKotlin,1785,1895,1684,1839,2285,2512,ms
Task Path,:domain:photo:kspDebugKotlin,2443,2686,2327,2501,2946,3704,ms
Task Path,:domain:news:compileDebugKotlin,2625,2750,2512,2783,3315,3608,ms
Task Path,:domain:login-contact:compileDebugKotlin,2561,2833,2600,2849,3126,3656,ms
Task Path,:domain:playlist:compileDebugKotlin,2578,2780,2532,2923,3368,3405,ms
Task Path,:domain:photo:compileDebugKotlin,2359,2484,2231,2515,3134,3101,ms
Task Path,:domain:podcast:kspDebugKotlin,1644,1825,1596,1775,2346,2675,ms
Task Path,:domain:profile-contact:kspDebugKotlin,1950,2046,1947,2040,2718,2655,ms
Task Path,:domain:post-contact:kspDebugKotlin,2714,2659,2706,2441,3449,3716,ms
Task Path,:domain:push-contact:kspDebugKotlin,2538,2326,2430,2392,3577,3241,ms
Task Path,:domain:podcast:compileDebugKotlin,2840,2638,2720,2735,3664,3247,ms
Task Path,:domain:post-contact:compileDebugKotlin,2579,2332,2521,2331,3148,2805,ms
Task Path,:domain:profile-contact:compileDebugKotlin,2609,2573,2571,2610,3482,3082,ms
Task Path,:domain:push-contact:compileDebugKotlin,2623,2574,2670,2388,3249,3395,ms
Task Path,:domain:user-contact:kspDebugKotlin,1648,1767,1595,1707,2006,2259,ms
Task Path,:domain:video:kspDebugKotlin,1775,1900,1695,1806,2411,2659,ms
Task Path,:repository:session-contact:kspDebugKotlin,1940,1831,1934,1806,2636,2387,ms
Task Path,:domain:user-contact:compileDebugKotlin,2715,2627,2799,2609,3636,3673,ms
Task Path,:domain:media:kspDebugKotlin,1942,1797,1881,1808,2690,2463,ms
Task Path,:domain:video:compileDebugKotlin,2858,2639,2751,2481,3791,3601,ms
Task Path,:repository:session-contact:compileDebugKotlin,2844,2678,2863,2647,3733,3721,ms
Task Path,:repository:account-contact:kspDebugKotlin,2379,2327,2351,2250,3181,2990,ms
Task Path,:repository:group-contact:kspDebugKotlin,1773,1694,1872,1657,2556,2081,ms
Task Path,:domain:media:compileDebugKotlin,2710,2506,2632,2549,3477,3290,ms
Task Path,:repository:sync-contact:kspDebugKotlin,1889,1881,1887,1882,2536,2346,ms
Task Path,:repository:account-contact:compileDebugKotlin,2404,2406,2299,2305,3291,3075,ms
Task Path,:repository:group-contact:compileDebugKotlin,2420,2403,2396,2292,2863,3275,ms
Task Path,:repository:alarm-contact:kspDebugKotlin,2499,2499,2537,2504,3101,3121,ms
Task Path,:repository:sync-contact:compileDebugKotlin,2477,2525,2422,2488,3059,3416,ms
Task Path,:repository:alarm-contact:compileDebugKotlin,2275,2302,2231,2146,2973,3079,ms
Task Path,:repository:calendar-contact:kspDebugKotlin,1902,1867,1904,1889,2301,2256,ms
Task Path,:repository:event-contact:kspDebugKotlin,1788,1737,1830,1742,2211,2272,ms
Task Path,:model:article-contact:kspDebugKotlin,1627,1793,1634,1756,2057,2421,ms
Task Path,:repository:location-contact:kspDebugKotlin,1782,1716,1716,1756,2385,2436,ms
Task Path,:repository:calendar-contact:compileDebugKotlin,2302,2452,2279,2408,2936,3045,ms
Task Path,:repository:event-contact:compileDebugKotlin,2367,2428,2348,2482,3022,3216,ms
Task Path,:model:article-contact:compileDebugKotlin,2422,2453,2449,2539,2930,2972,ms
Task Path,:repository:location-contact:compileDebugKotlin,2277,2201,2284,2239,2980,2817,ms
Task Path,:repository:log-contact:kspDebugKotlin,1760,1657,1760,1608,2292,2211,ms
Task Path,:repository:message-contact:kspDebugKotlin,1696,1660,1724,1580,2188,2342,ms
Task Path,:repository:metric-contact:kspDebugKotlin,1782,1777,1745,1738,2244,2203,ms
Task Path,:repository:network-contact:kspDebugKotlin,1698,1666,1640,1724,2185,2022,ms
Task Path,:repository:log-contact:compileDebugKotlin,2451,2306,2267,2267,3052,2795,ms
Task Path,:repository:metric-contact:compileDebugKotlin,2179,2249,2180,2165,2919,2837,ms
Task Path,:repository:message-contact:compileDebugKotlin,2409,2314,2320,2182,3083,3015,ms
Task Path,:repository:network-contact:compileDebugKotlin,2004,2203,1948,2204,2544,2895,ms
Task Path,:repository:notification-contact:kspDebugKotlin,1630,1759,1553,1827,2065,2323,ms
Task Path,:repository:search-contact:kspDebugKotlin,1617,1789,1589,1796,2134,2414,ms
Task Path,:repository:share-contact:kspDebugKotlin,2270,2451,2281,2560,2817,3194,ms
Task Path,:repository:notification-contact:compileDebugKotlin,2442,2468,2508,2493,2937,3253,ms
Task Path,:repository:status-contact:kspDebugKotlin,2235,2336,2215,2229,3009,3135,ms
Task Path,:repository:search-contact:compileDebugKotlin,2469,2504,2510,2502,2945,3102,ms
Task Path,:repository:share-contact:compileDebugKotlin,2267,2199,2304,2167,2716,2854,ms
Task Path,:repository:report-contact:kspDebugKotlin,1501,1581,1560,1556,1869,2090,ms
Task Path,:repository:status-contact:compileDebugKotlin,2189,2076,2215,2031,2697,2595,ms
Task Path,:repository:task-contact:kspDebugKotlin,1593,1593,1573,1572,1934,2073,ms
Task Path,:model:contact-login:kspDebugKotlin,2075,2011,2051,2038,2597,2383,ms
Task Path,:repository:report-contact:compileDebugKotlin,2269,2309,2312,2217,2815,3000,ms
Task Path,:model:audio-contact:kspDebugKotlin,1512,1572,1379,1582,2139,2072,ms
Task Path,:repository:task-contact:compileDebugKotlin,2295,2317,2143,2311,3084,3192,ms
Task Path,:model:contact-login:compileDebugKotlin,2298,2296,2196,2188,3023,2980,ms
Task Path,:repository:analytics-contact:kspDebugKotlin,1698,1653,1578,1604,2186,2270,ms
Task Path,:model:audio-contact:compileDebugKotlin,2309,2398,2287,2327,3185,3140,ms
Task Path,:model:document-contact:kspDebugKotlin,1628,1524,1582,1507,2328,2153,ms
Task Path,:model:file-contact:kspDebugKotlin,1632,1624,1584,1591,2161,2220,ms
Task Path,:repository:analytics-contact:compileDebugKotlin,2391,2229,2240,2308,3351,2770,ms
Task Path,:repository:setting-contact:kspDebugKotlin,1582,1590,1546,1612,2297,2272,ms
Task Path,:model:file-contact:compileDebugKotlin,2512,2261,2489,2265,3185,2947,ms
Task Path,:model:document-contact:compileDebugKotlin,2620,2489,2557,2515,3452,3047,ms
Task Path,:model:media-contact:kspDebugKotlin,1418,1415,1483,1333,1864,1905,ms
Task Path,:repository:setting-contact:compileDebugKotlin,2088,1934,2117,1944,2678,2464,ms
Task Path,:model:photo-contact:kspDebugKotlin,1616,1475,1570,1439,2042,1929,ms
Task Path,:model:playlist-contact:kspDebugKotlin,1501,1415,1432,1386,2055,1966,ms
Task Path,:model:forecast-contact:kspDebugKotlin,1270,1418,1233,1382,1722,1903,ms
Task Path,:model:media-contact:compileDebugKotlin,2049,1970,1880,1900,2778,2559,ms
Task Path,:model:list-contact:kspDebugKotlin,1394,1521,1389,1444,1785,1969,ms
Task Path,:model:gallery-contact:kspDebugKotlin,1795,1990,1817,1938,2318,2760,ms
Task Path,:model:forecast-contact:compileDebugKotlin,2056,2236,2026,2145,2664,2887,ms
Task Path,:model:map-contact:kspDebugKotlin,1435,1649,1392,1652,1917,2226,ms
Task Path,:model:list-contact:compileDebugKotlin,2029,2250,1965,2148,2687,2994,ms
Task Path,:model:gallery-contact:compileDebugKotlin,2031,2114,2035,2075,2731,2585,ms
Task Path,:model:map-contact:compileDebugKotlin,1800,1927,1797,1909,2238,2380,ms
Task Path,:model:news-contact:kspDebugKotlin,1830,1820,1736,1770,2317,2307,ms
Task Path,:model:note-contact:kspDebugKotlin,1577,1519,1509,1508,2074,1911,ms
Task Path,:model:photo-contact:compileDebugKotlin,2274,2141,2273,2063,2981,2668,ms
Task Path,:model:playlist-contact:compileDebugKotlin,1982,1940,1945,1898,2646,2582,ms
Task Path,:model:news-contact:compileDebugKotlin,2212,2026,2207,1998,2902,2507,ms
Task Path,:model:note-contact:compileDebugKotlin,2250,1985,2209,1976,2876,2451,ms
Task Path,:model:podcast-contact:kspDebugKotlin,1383,1437,1394,1333,1695,1985,ms
Task Path,:model:push-login:kspDebugKotlin,1443,1584,1445,1489,1947,2227,ms
Task Path,:model:timer-contact:kspDebugKotlin,1490,1614,1431,1502,1916,2251,ms
Task Path,:model:todo-contact:kspDebugKotlin,1825,2043,1812,1953,2403,3019,ms
Task Path,:model:push-login:compileDebugKotlin,2005,2074,1997,1932,2622,2694,ms
Task Path,:model:podcast-contact:compileDebugKotlin,2050,2150,2041,1977,2602,3120,ms
Task Path,:model:timer-contact:compileDebugKotlin,1970,2057,1889,1996,2669,2692,ms
Task Path,:model:todo-contact:compileDebugKotlin,1904,1936,1825,2009,2592,2342,ms
Task Path,:model:video-contact:kspDebugKotlin,1384,1475,1434,1483,1873,1984,ms
Task Path,:model:weather-contact:kspDebugKotlin,1497,1520,1492,1480,1891,2066,ms
Task Path,:model:video-contact:compileDebugKotlin,1840,1808,1833,1872,2362,2222,ms
Task Path,:app:app:generateDebugGlobalSynthetics,3046,2891,3170,2858,3795,3604,ms
Task Path,:model:weather-contact:compileDebugKotlin,1727,1744,1660,1740,2391,2296,ms
Task Path,:app:app:kspDebugKotlin,3984,3968,4321,4102,5569,5665,ms
Task Path,:app:app:compileDebugKotlin,3601,3523,3613,3428,4582,4503,ms
Task Path,:app:app:mergeDebugJavaResource,2722,2787,2609,2804,3496,3505,ms
Task Path,:app:app:mergeExtDexDebug,18445,18585,19032,19016,20327,20438,ms
Task Path,:app:app:mergeLibDexDebug,1276,1262,1224,1279,1752,1631,ms
Task Path,:app:app:hiltJavaCompileDebug,3928,3999,4096,4103,4672,4843,ms
Task Path,:app:app:mergeDebugResources,3936,3836,3948,3891,4910,4702,ms
Task Path,:app:app:processDebugResources,1784,1790,1860,1767,2126,2239,ms
Task Path,:app:app:validateSigningDebug,1089,1174,1098,1163,1348,1468,ms
Task Path,:app:app:dexBuilderDebug,1102,1028,982,989,1682,1284,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,8.62,8.57,8.53,8.51,9.23,9.16,Gb
Build process cpu,Max,95.53333333333333,95.26666666666667,96.0,95.0,96,96,%
Build processes memory,Max,4.14,4.1,4.06,4.0,4.73,4.56,Gb
Build child processes cpu,Max,93.5,93.76666666666667,93.0,94.0,95,96,%
Build child processes memory,Max,3.38,3.34,3.34,3.32,3.81,3.65,Gb
