Category,Metric,varianta_kotlin_2.3.10 Mean,variantb_kotlin_2.3.20 Mean,varianta_kotlin_2.3.10 P50,variantb_kotlin_2.3.20 P50,varianta_kotlin_2.3.10 P90,variantb_kotlin_2.3.20 P90,Unit
:core:feed:compileDebugKotlin,Analysis lines per second,207,204,204,204,257,246,
:core:feed:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:feed:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,27.8,23,28,23,28,KB
:core:feed:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:feed:compileDebugKotlin,Total size of the cache directory,535.5,536.6,536,537,536,537,KB
:core:feed:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:feed:compileDebugKotlin,Code generation lines per second,308,304,305,297,370,367,
:core:feed:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:core:feed:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:feed:compileDebugKotlin,Save shrunk current classpath snapshot,2.79,3.05,3,3,5,6,ms
:core:feed:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:core:feed:compileDebugKotlin,Store build info,2.0,3.0,2,3,2,3,ms
:core:file:compileDebugKotlin,Compiler code generation,824.5,860.0,815,831,1014,1144,ms
:core:file:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,55.44,56.3,47,51,73,71,ms
:core:file:compileDebugKotlin,Run compilation in Gradle worker,3987.6,4211.8,3946,4099,4527,5014,ms
:core:file:compileDebugKotlin,Task action before worker execution,21.0,20.56,20,18,30,32,ms
:core:file:compileDebugKotlin,Spent time before task action,57.28,52.54,54,52,88,68,ms
:core:file:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,68.8,70.92,59,65,93,88,ms
:core:file:compileDebugKotlin,Clear jar cache,3.05,,3,,6,,ms
:core:file:compileDebugKotlin,Run compilation,3964.1,4104.22,3926,4015,4478,4832,ms
:core:file:compileDebugKotlin,Load current classpath snapshot,9.74,10.9,9,11,17,16,ms
:core:file:compileDebugKotlin,Compiler initialization time,91.44,113.86,99,113,119,137,ms
:core:file:compileDebugKotlin,Incremental compilation in daemon,3934.08,4037.06,3901,3962,4450,4779,ms
:core:file:compileDebugKotlin,Start gradle worker,2.28,2.6,1,1,5,6,ms
:core:file:compileDebugKotlin,Connect to Kotlin daemon,16.38,,16,,25,,ms
:core:file:compileDebugKotlin,Compiler code analysis,1311.06,1326.2,1282,1292,1649,1652,ms
:core:file:compileDebugKotlin,Sources compilation round,3711.96,3794.6,3647,3758,4255,4566,ms
:core:file:compileDebugKotlin,Compiler IR lowering,462.9,491.68,459,455,586,613,ms
:core:file:compileDebugKotlin,Update caches,11.28,11.24,11,11,19,16,ms
:core:file:compileDebugKotlin,Compiler translation to IR,1039.94,1030.94,1003,1020,1310,1266,ms
:core:file:compileDebugKotlin,Remove duplicate classes,9.2,10.18,9,10,16,16,ms
:core:file:compileDebugKotlin,Total Gradle task time,4197.66,4411.5,4119,4293,4748,5273,ms
:core:file:compileDebugKotlin,Save shrunk current classpath snapshot,2.65,3.58,2,3,6,7,ms
:core:file:compileDebugKotlin,Compiler backend,361.16,367.8,353,355,479,436,ms
:core:file:compileDebugKotlin,Calculate output size,2.8,2.42,1,1,6,6,ms
:core:file:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:file:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Analysis lines per second,196,197,197,196,239,246,
:core:file:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:file:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,27.8,23,28,23,28,KB
:core:file:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:file:compileDebugKotlin,Total size of the cache directory,535.8,536.9,536,537,536,537,KB
:core:file:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:file:compileDebugKotlin,Code generation lines per second,316,305,310,304,395,382,
:core:file:compileDebugKotlin,Number of lines analyzed,253,253,253,253,253,253,
:core:file:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:file:compileDebugKotlin,Store build info,3.43,4.2,3,4,8,7,ms
:core:file:compileDebugKotlin,Clear outputs on rebuild,6.0,2.0,6,2,6,2,ms
:core:forecast:compileDebugKotlin,Compiler code generation,781.34,829.1,771,790,1047,1329,ms
:core:forecast:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,58.62,50.08,52,48,77,68,ms
:core:forecast:compileDebugKotlin,Run compilation in Gradle worker,4010.88,4513.0,3962,4560,4472,5085,ms
:core:forecast:compileDebugKotlin,Task action before worker execution,25.98,24.8,23,25,34,34,ms
:core:forecast:compileDebugKotlin,Spent time before task action,68.4,66.04,67,65,91,85,ms
:core:forecast:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,77.38,64.9,69,65,116,84,ms
:core:forecast:compileDebugKotlin,Clear jar cache,3.67,,3,,6,,ms
:core:forecast:compileDebugKotlin,Run compilation,3986.02,4444.28,3944,4531,4458,4952,ms
:core:forecast:compileDebugKotlin,Load current classpath snapshot,12.06,9.8,9,9,17,17,ms
:core:forecast:compileDebugKotlin,Compiler initialization time,76.98,80.66,69,76,122,111,ms
:core:forecast:compileDebugKotlin,Incremental compilation in daemon,3950.72,4372.72,3917,4454,4440,4891,ms
:core:forecast:compileDebugKotlin,Start gradle worker,6.0,3.84,3,3,7,7,ms
:core:forecast:compileDebugKotlin,Connect to Kotlin daemon,17.08,,14,,28,,ms
:core:forecast:compileDebugKotlin,Compiler code analysis,1399.06,1531.06,1370,1459,1645,1959,ms
:core:forecast:compileDebugKotlin,Sources compilation round,3709.14,4140.18,3696,4215,4195,4654,ms
:core:forecast:compileDebugKotlin,Compiler IR lowering,407.92,443.76,385,389,553,902,ms
:core:forecast:compileDebugKotlin,Update caches,15.4,20.2,10,10,16,16,ms
:core:forecast:compileDebugKotlin,Compiler translation to IR,969.92,1167.76,923,1009,1169,1658,ms
:core:forecast:compileDebugKotlin,Remove duplicate classes,8.86,8.5,8,8,16,17,ms
:core:forecast:compileDebugKotlin,Total Gradle task time,4245.32,4744.08,4238,4822,4782,5355,ms
:core:forecast:compileDebugKotlin,Compiler backend,372.9,384.84,365,386,455,465,ms
:core:forecast:compileDebugKotlin,Calculate output size,2.64,3.18,2,3,5,7,ms
:core:forecast:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:forecast:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Analysis lines per second,203,188,205,193,234,229,
:core:forecast:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:forecast:compileDebugKotlin,Size of shrunk classpath snapshot,42.2,46.8,42,47,42,47,KB
:core:forecast:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:forecast:compileDebugKotlin,Total size of the cache directory,543.9,545.1,544,545,544,545,KB
:core:forecast:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:forecast:compileDebugKotlin,Code generation lines per second,387,374,365,357,549,550,
:core:forecast:compileDebugKotlin,Number of lines analyzed,282,282,282,282,282,282,
:core:forecast:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:forecast:compileDebugKotlin,Save shrunk current classpath snapshot,3.05,4.25,3,4,6,7,ms
:core:forecast:compileDebugKotlin,Clear outputs on rebuild,2.5,,3,,3,,ms
:core:forecast:compileDebugKotlin,Store build info,2.8,2.67,3,1,6,6,ms
:core:group:compileDebugKotlin,Compiler code generation,920.1,829.36,855,815,1268,1023,ms
:core:group:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.04,54.9,48,52,65,74,ms
:core:group:compileDebugKotlin,Run compilation in Gradle worker,3936.42,4241.46,3919,4256,4468,4817,ms
:core:group:compileDebugKotlin,Task action before worker execution,26.38,25.22,26,26,36,33,ms
:core:group:compileDebugKotlin,Spent time before task action,69.24,63.5,65,62,104,86,ms
:core:group:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,57.16,70.76,58,66,79,94,ms
:core:group:compileDebugKotlin,Clear jar cache,2.69,,2,,4,,ms
:core:group:compileDebugKotlin,Run compilation,3910.5,4194.52,3896,4194,4444,4789,ms
:core:group:compileDebugKotlin,Load current classpath snapshot,8.04,11.98,8,9,14,16,ms
:core:group:compileDebugKotlin,Compiler initialization time,64.88,77.68,61,75,102,117,ms
:core:group:compileDebugKotlin,Incremental compilation in daemon,3883.26,4134.68,3874,4138,4416,4727,ms
:core:group:compileDebugKotlin,Start gradle worker,3.76,4.1,3,4,8,8,ms
:core:group:compileDebugKotlin,Connect to Kotlin daemon,19.86,,16,,25,,ms
:core:group:compileDebugKotlin,Compiler code analysis,1173.94,1344.12,1144,1242,1419,1878,ms
:core:group:compileDebugKotlin,Sources compilation round,3648.3,3892.04,3582,3919,4200,4431,ms
:core:group:compileDebugKotlin,Compiler IR lowering,521.92,454.52,473,449,802,556,ms
:core:group:compileDebugKotlin,Update caches,12.12,13.36,12,11,18,22,ms
:core:group:compileDebugKotlin,Compiler translation to IR,1068.78,1159.08,1050,1070,1279,1702,ms
:core:group:compileDebugKotlin,Remove duplicate classes,7.38,11.16,7,8,14,16,ms
:core:group:compileDebugKotlin,Total Gradle task time,4162.78,4470.22,4122,4495,4712,5050,ms
:core:group:compileDebugKotlin,Compiler backend,397.7,374.42,355,366,667,505,ms
:core:group:compileDebugKotlin,Calculate output size,3.54,3.42,4,3,7,7,ms
:core:group:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:group:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Analysis lines per second,243,218,245,226,284,275,
:core:group:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:group:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:core:group:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:group:compileDebugKotlin,Total size of the cache directory,538.8,540.0,539,540,539,540,KB
:core:group:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:group:compileDebugKotlin,Code generation lines per second,328,347,329,345,461,433,
:core:group:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:core:group:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Save shrunk current classpath snapshot,3.33,4.36,3,5,7,8,ms
:core:group:compileDebugKotlin,Clear output,2.33,1.5,3,2,3,2,ms
:core:group:compileDebugKotlin,Store build info,1.0,5.0,1,5,1,5,ms
:core:identity:compileDebugKotlin,Compiler code generation,899.86,810.04,836,786,1340,986,ms
:core:identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,53.5,50.62,43,49,69,74,ms
:core:identity:compileDebugKotlin,Run compilation in Gradle worker,3996.98,4131.4,4040,4144,4610,4648,ms
:core:identity:compileDebugKotlin,Task action before worker execution,24.24,23.66,24,25,31,32,ms
:core:identity:compileDebugKotlin,Spent time before task action,64.5,64.14,61,61,79,86,ms
:core:identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,74.18,62.52,54,61,86,85,ms
:core:identity:compileDebugKotlin,Run compilation,3970.16,4104.94,4018,4131,4584,4631,ms
:core:identity:compileDebugKotlin,Load current classpath snapshot,7.8,8.1,7,7,14,15,ms
:core:identity:compileDebugKotlin,Compiler initialization time,69.18,83.12,63,70,113,121,ms
:core:identity:compileDebugKotlin,Incremental compilation in daemon,3940.5,3993.68,3971,4017,4563,4491,ms
:core:identity:compileDebugKotlin,Start gradle worker,3.14,3.58,3,3,7,7,ms
:core:identity:compileDebugKotlin,Connect to Kotlin daemon,21.42,,17,,22,,ms
:core:identity:compileDebugKotlin,Compiler code analysis,1225.5,1429.54,1235,1331,1523,1964,ms
:core:identity:compileDebugKotlin,Sources compilation round,3682.82,3766.92,3720,3767,4220,4281,ms
:core:identity:compileDebugKotlin,Compiler IR lowering,437.12,416.08,416,407,592,532,ms
:core:identity:compileDebugKotlin,Update caches,12.64,12.82,12,13,17,18,ms
:core:identity:compileDebugKotlin,Compiler translation to IR,1044.32,961.76,970,935,1454,1160,ms
:core:identity:compileDebugKotlin,Remove duplicate classes,6.82,7.38,6,7,14,12,ms
:core:identity:compileDebugKotlin,Total Gradle task time,4217.6,4362.9,4249,4377,4850,4907,ms
:core:identity:compileDebugKotlin,Save shrunk current classpath snapshot,2.35,3.18,3,3,3,8,ms
:core:identity:compileDebugKotlin,Compiler backend,462.26,393.5,426,393,894,489,ms
:core:identity:compileDebugKotlin,Calculate output size,3.56,3.16,4,4,7,7,ms
:core:identity:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Analysis lines per second,236,207,229,212,281,267,
:core:identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:identity:compileDebugKotlin,Size of shrunk classpath snapshot,40.1,44.7,40,45,40,45,KB
:core:identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:identity:compileDebugKotlin,Total size of the cache directory,553.2,554.4,553,554,553,554,KB
:core:identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:identity:compileDebugKotlin,Code generation lines per second,341,359,338,360,462,424,
:core:identity:compileDebugKotlin,Number of lines analyzed,283,283,283,283,283,283,
:core:identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Clear jar cache,2.45,,2,,5,,ms
:core:identity:compileDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:core:identity:compileDebugKotlin,Store build info,4.0,4.5,3,5,9,8,ms
:core:identity:compileDebugKotlin,Clear outputs on rebuild,3.0,2.5,3,3,4,3,ms
:core:list:compileDebugKotlin,Compiler code generation,809.1,819.64,793,805,953,1082,ms
:core:list:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,45.34,51.68,44,44,63,83,ms
:core:list:compileDebugKotlin,Run compilation in Gradle worker,3989.38,3647.84,3974,3700,4599,4113,ms
:core:list:compileDebugKotlin,Task action before worker execution,23.56,22.02,21,24,38,31,ms
:core:list:compileDebugKotlin,Spent time before task action,57.14,56.84,54,57,73,79,ms
:core:list:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,56.18,61.84,55,55,78,96,ms
:core:list:compileDebugKotlin,Clear jar cache,3.53,,4,,7,,ms
:core:list:compileDebugKotlin,Run compilation,3935.04,3580.32,3936,3643,4570,4052,ms
:core:list:compileDebugKotlin,Load current classpath snapshot,7.3,6.82,7,6,9,11,ms
:core:list:compileDebugKotlin,Compiler initialization time,83.3,98.74,84,99,115,140,ms
:core:list:compileDebugKotlin,Store build info,6.33,4.5,5,5,13,6,ms
:core:list:compileDebugKotlin,Incremental compilation in daemon,3908.22,3523.46,3914,3585,4539,4006,ms
:core:list:compileDebugKotlin,Start gradle worker,2.72,2.2,2,2,6,4,ms
:core:list:compileDebugKotlin,Connect to Kotlin daemon,47.52,,18,,177,,ms
:core:list:compileDebugKotlin,Compiler code analysis,1351.72,1117.22,1276,1141,1881,1269,ms
:core:list:compileDebugKotlin,Sources compilation round,3704.38,3309.28,3712,3367,4331,3718,ms
:core:list:compileDebugKotlin,Compiler IR lowering,454.66,466.64,449,450,516,621,ms
:core:list:compileDebugKotlin,Update caches,10.74,12.92,10,11,17,18,ms
:core:list:compileDebugKotlin,Compiler translation to IR,1051.2,900.56,993,885,1526,1086,ms
:core:list:compileDebugKotlin,Remove duplicate classes,6.34,6.0,6,6,9,10,ms
:core:list:compileDebugKotlin,Total Gradle task time,4192.64,3846.02,4197,3923,4812,4324,ms
:core:list:compileDebugKotlin,Compiler backend,353.88,352.48,338,340,440,502,ms
:core:list:compileDebugKotlin,Calculate output size,3.0,3.38,1,4,7,7,ms
:core:list:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:list:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Analysis lines per second,223,255,220,246,306,313,
:core:list:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:list:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:core:list:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:list:compileDebugKotlin,Total size of the cache directory,538.4,539.5,538,540,538,540,KB
:core:list:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:list:compileDebugKotlin,Code generation lines per second,356,356,354,349,428,451,
:core:list:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:core:list:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Save shrunk current classpath snapshot,3.28,3.79,3,4,5,8,ms
:core:location:compileDebugKotlin,Compiler code generation,724.8,710.18,710,701,900,903,ms
:core:location:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.8,45.52,43,41,64,62,ms
:core:location:compileDebugKotlin,Run compilation in Gradle worker,3501.76,3582.06,3505,3550,3990,4041,ms
:core:location:compileDebugKotlin,Task action before worker execution,23.42,23.78,25,24,32,34,ms
:core:location:compileDebugKotlin,Spent time before task action,58.98,57.42,58,57,81,74,ms
:core:location:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,54.6,55.7,51,49,78,75,ms
:core:location:compileDebugKotlin,Clear jar cache,3.09,,2,,7,,ms
:core:location:compileDebugKotlin,Run compilation,3470.16,3503.06,3485,3458,3977,3912,ms
:core:location:compileDebugKotlin,Load current classpath snapshot,6.36,7.16,6,7,11,12,ms
:core:location:compileDebugKotlin,Compiler initialization time,74.0,95.96,69,80,106,157,ms
:core:location:compileDebugKotlin,Incremental compilation in daemon,3445.64,3454.44,3464,3411,3948,3867,ms
:core:location:compileDebugKotlin,Start gradle worker,2.88,2.8,3,2,6,8,ms
:core:location:compileDebugKotlin,Connect to Kotlin daemon,25.22,,16,,40,,ms
:core:location:compileDebugKotlin,Compiler code analysis,1142.42,1138.28,1132,1121,1408,1340,ms
:core:location:compileDebugKotlin,Sources compilation round,3253.2,3246.98,3273,3207,3757,3652,ms
:core:location:compileDebugKotlin,Compiler IR lowering,420.08,412.2,415,409,551,509,ms
:core:location:compileDebugKotlin,Update caches,10.36,11.28,10,10,17,17,ms
:core:location:compileDebugKotlin,Compiler translation to IR,927.7,907.16,937,890,1089,1141,ms
:core:location:compileDebugKotlin,Remove duplicate classes,5.04,6.2,5,6,8,10,ms
:core:location:compileDebugKotlin,Total Gradle task time,3710.6,3782.38,3735,3758,4220,4235,ms
:core:location:compileDebugKotlin,Compiler backend,304.18,297.44,305,297,390,393,ms
:core:location:compileDebugKotlin,Calculate output size,2.9,2.86,3,3,6,6,ms
:core:location:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:location:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Analysis lines per second,251,250,248,250,295,298,
:core:location:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:location:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,27.5,23,28,23,28,KB
:core:location:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:location:compileDebugKotlin,Total size of the cache directory,540.3,541.5,540,542,540,542,KB
:core:location:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:location:compileDebugKotlin,Code generation lines per second,401,413,395,401,542,547,
:core:location:compileDebugKotlin,Number of lines analyzed,281,281,281,281,281,281,
:core:location:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Save shrunk current classpath snapshot,3.67,3.36,3,3,6,6,ms
:core:location:compileDebugKotlin,Store build info,4.67,,3,,8,,ms
:core:log:compileDebugKotlin,Compiler code generation,671.76,650.4,667,678,875,828,ms
:core:log:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,49.92,50.92,42,42,64,64,ms
:core:log:compileDebugKotlin,Run compilation in Gradle worker,3243.68,3222.82,3249,3221,3662,3716,ms
:core:log:compileDebugKotlin,Task action before worker execution,26.84,24.5,24,25,35,32,ms
:core:log:compileDebugKotlin,Spent time before task action,56.18,57.06,55,58,75,73,ms
:core:log:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,58.66,60.48,51,51,74,79,ms
:core:log:compileDebugKotlin,Run compilation,3222.36,3194.96,3225,3214,3630,3663,ms
:core:log:compileDebugKotlin,Load current classpath snapshot,5.98,6.32,6,6,9,10,ms
:core:log:compileDebugKotlin,Compiler initialization time,68.24,81.18,65,74,104,116,ms
:core:log:compileDebugKotlin,Incremental compilation in daemon,3199.82,3147.46,3201,3160,3600,3621,ms
:core:log:compileDebugKotlin,Start gradle worker,4.66,4.54,4,4,8,8,ms
:core:log:compileDebugKotlin,Connect to Kotlin daemon,16.46,,16,,22,,ms
:core:log:compileDebugKotlin,Compiler code analysis,1034.6,980.02,1039,974,1231,1184,ms
:core:log:compileDebugKotlin,Sources compilation round,3013.5,2946.62,3025,2951,3423,3458,ms
:core:log:compileDebugKotlin,Compiler IR lowering,380.62,376.6,374,366,506,498,ms
:core:log:compileDebugKotlin,Update caches,10.06,11.26,9,10,16,16,ms
:core:log:compileDebugKotlin,Compiler translation to IR,843.98,869.32,823,872,951,1033,ms
:core:log:compileDebugKotlin,Remove duplicate classes,5.08,5.64,5,5,8,9,ms
:core:log:compileDebugKotlin,Total Gradle task time,3448.32,3430.7,3436,3459,3875,3900,ms
:core:log:compileDebugKotlin,Compiler backend,290.6,273.34,289,276,385,345,ms
:core:log:compileDebugKotlin,Calculate output size,3.12,3.73,3,4,7,7,ms
:core:log:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:log:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Analysis lines per second,279,297,275,293,325,376,
:core:log:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:log:compileDebugKotlin,Size of shrunk classpath snapshot,25.1,29.7,25,30,25,30,KB
:core:log:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:log:compileDebugKotlin,Total size of the cache directory,544.2,545.3,544,545,544,545,KB
:core:log:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:log:compileDebugKotlin,Code generation lines per second,445,461,429,422,556,638,
:core:log:compileDebugKotlin,Number of lines analyzed,286,286,286,286,286,286,
:core:log:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.93,3,3,7,6,ms
:core:log:compileDebugKotlin,Clear jar cache,2.35,,2,,5,,ms
:core:log:compileDebugKotlin,Store build info,3.33,4.5,3,4,4,8,ms
:core:log:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:login:compileDebugKotlin,Compiler code generation,613.54,641.5,608,614,755,833,ms
:core:login:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,51.94,53.58,41,44,70,71,ms
:core:login:compileDebugKotlin,Run compilation in Gradle worker,3023.78,3133.68,2994,3080,3396,3624,ms
:core:login:compileDebugKotlin,Task action before worker execution,23.24,23.92,23,25,33,31,ms
:core:login:compileDebugKotlin,Spent time before task action,57.5,57.56,57,56,76,73,ms
:core:login:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,61.3,64.04,51,57,82,83,ms
:core:login:compileDebugKotlin,Clear jar cache,2.3,,2,,4,,ms
:core:login:compileDebugKotlin,Run compilation,3000.4,3098.84,2971,3052,3377,3567,ms
:core:login:compileDebugKotlin,Load current classpath snapshot,6.24,7.04,6,7,9,12,ms
:core:login:compileDebugKotlin,Compiler initialization time,62.78,74.36,60,69,93,113,ms
:core:login:compileDebugKotlin,Incremental compilation in daemon,2979.02,3041.84,2952,3009,3353,3465,ms
:core:login:compileDebugKotlin,Start gradle worker,3.04,3.02,3,3,6,6,ms
:core:login:compileDebugKotlin,Connect to Kotlin daemon,17.88,,15,,24,,ms
:core:login:compileDebugKotlin,Compiler code analysis,919.74,953.4,919,948,1048,1144,ms
:core:login:compileDebugKotlin,Sources compilation round,2783.78,2831.3,2745,2802,3167,3227,ms
:core:login:compileDebugKotlin,Compiler IR lowering,350.1,366.2,352,340,442,541,ms
:core:login:compileDebugKotlin,Update caches,9.42,9.52,9,9,14,14,ms
:core:login:compileDebugKotlin,Compiler translation to IR,830.82,795.16,798,784,1001,967,ms
:core:login:compileDebugKotlin,Remove duplicate classes,5.7,6.2,5,6,9,9,ms
:core:login:compileDebugKotlin,Total Gradle task time,3220.72,3334.86,3199,3284,3612,3805,ms
:core:login:compileDebugKotlin,Compiler backend,262.98,274.78,257,264,351,367,ms
:core:login:compileDebugKotlin,Calculate output size,3.4,3.45,3,3,7,7,ms
:core:login:compileDebugKotlin,Number of classpath entries,97,97,97,97,97,97,
:core:login:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:login:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:login:compileDebugKotlin,Analysis lines per second,278,270,275,266,319,318,
:core:login:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,96,96,96,96,96,96,
:core:login:compileDebugKotlin,Size of shrunk classpath snapshot,23.1,27.8,23,28,23,28,KB
:core:login:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:login:compileDebugKotlin,Total size of the cache directory,535.9,537.1,536,537,536,537,KB
:core:login:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:login:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
